Gene	FTY_1	FTY_2	FTY_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
ZBTB20	43.15541996	27.13466442	31.44938709	40.20220452	62.18409588	68.08786013
AKR1B1	2483.638455	2287.351712	2436.204307	2109.557785	1987.88513	2279.970631
C5	66.05421422	57.28429155	84.2394297	33.85448802	46.13658727	42.79808351
YME1L1	2864.991452	2896.37418	2703.524097	3063.831166	3168.379982	3124.260096
RNH1	10071.06586	10960.39445	10269.34808	9841.076486	9129.026463	8530.436191
SLC2A9	5.284337138	8.039900569	0	15.86929126	17.0504779	13.61757203
CARNMT1	528.4337138	472.3441584	417.8275713	525.802517	581.7221873	661.424927
STARD4-AS1	57.24698566	72.35910512	105.5800852	143.8815741	134.3978846	99.21373905
MT1M	110.9710799	117.5835458	104.4568928	69.82488154	46.13658727	86.56885074
UQCC1	564.5433509	571.8379279	436.9218421	656.9886581	622.8439281	599.1731691
PIP4K2B	1898.838478	1795.912789	1854.390646	2058.776053	1995.908884	2100.024143
MEX3B	624.4325051	396.9700906	315.6170633	608.3228316	555.6449858	747.021094
AL031587.5	23.77951712	30.14962713	56.1596198	15.86929126	21.06235506	8.754153445
CXCL1	21.13734855	29.14463956	41.55811865	14.81133851	11.03266217	17.50830689
VEGFA	1041.014416	1433.112276	1555.621468	1052.662987	943.7941004	698.3869082
ATM	808.5035821	883.384075	798.5897936	987.0699163	919.7228375	957.1207767
TSPAN9	420.1048025	505.5087482	356.0519895	586.1058238	543.6093543	481.4784395
RELB	206.0891484	227.1271911	201.0514389	277.1836207	303.8996944	227.6079896
PLAU	155.0072227	185.9227006	184.2035529	116.3748026	122.3622532	138.1210877
ZMIZ1-AS1	7.926505707	6.029925426	5.61596198	15.86929126	14.04157004	20.42635804
KLF9	187.5939684	248.2319301	221.268902	168.2144873	145.4305468	169.2469666
RSPO3	11.44939713	12.05985085	28.0798099	4.231811002	6.01781573	6.808786013
POC1A	459.737331	329.6359233	351.55922	192.5474006	215.638397	372.5378633
SNAPC2	897.4565906	907.5037767	931.1264963	779.7111772	778.3041678	735.3488894
RELA	1987.791487	2249.162184	1921.78219	1823.910542	1790.30018	1702.196503
TULP3	843.7324964	933.6334535	944.6048051	759.6100749	753.2299356	807.3274844
FNBP1L	480.8746796	487.418972	377.3926451	513.107084	585.7340644	537.894095
RUSC2	1844.233661	1891.386609	1810.586142	2289.409752	2195.499772	1889.92446
UTP14C	104.8060199	116.5785582	92.10177647	129.0702356	164.4869633	131.3123017
MIR100HG	3043.778191	3105.411595	2995.55412	3341.014786	3642.784455	3242.92751
GFM2	398.0867311	513.5486488	430.1826877	501.4696038	577.7103101	540.8121462
OSER1	552.2132309	495.4588725	497.5742314	387.2107067	447.3243026	448.4071931
PDE7B	287.996374	292.4513832	293.1532154	214.7644084	247.7334142	209.126999
F2RL1	14.97228856	16.07980114	16.84788594	27.50677152	38.11283296	28.20782777
AXIN1	648.2120223	660.2768342	632.357319	552.2513358	547.6212315	520.3857881
ZNF554	47.55903424	70.34912997	75.25389053	39.14425177	46.13658727	33.07124635
TANGO2	329.3903483	359.7855504	318.9866405	427.4129112	422.2500704	378.3739656
DOCK10	1235.654167	1105.486328	1183.844785	1236.746765	1375.070894	1545.594425
HSF2	214.0156541	203.0074894	263.9502131	139.6497631	129.3830382	204.2635804
RIPOR1	2639.5264	2778.790634	2704.64729	2476.667389	2391.078784	2367.512165
NALCN	73.09999707	106.5286825	68.51473616	143.8815741	123.3652225	104.0771576
PAM	8616.992426	8892.130029	8690.139568	9453.865779	9734.819913	9743.372785
KDM3B	1114.995136	1128.601042	1215.294172	1035.735743	955.8297318	1026.181321
GRIA3	327.6289026	387.9252024	348.1896428	451.7458245	493.4608899	368.6471284
URGCP	944.134902	904.488814	971.5614226	779.7111772	837.4793558	818.0270053
PDLIM5	3603.037205	3562.680939	3794.143914	4166.217932	4086.096881	3849.882148
CASP4	487.9204624	541.6883008	523.4076565	469.7310213	408.2085004	394.9095888
OAT	2242.320392	2283.331761	2240.76883	2442.812901	2553.559808	2412.255616
PPP1R18	3939.473336	4096.32934	3842.441187	3604.445021	3571.573636	3623.246843
SPG21	1359.83609	1328.593569	1368.048338	1172.211648	1163.444375	1264.488831
C1GALT1	723.073465	777.86038	923.2641495	671.7999966	704.0844405	654.616141
DMD	87.19156278	99.49376954	103.3337004	150.2292906	139.4127311	112.8313111
WNK4	665.8264794	752.7356907	742.4301738	944.7518063	864.5595266	794.6825961
CSNK2A1	1778.179447	1652.199567	1711.745212	1553.074638	1493.42127	1586.447141
RPL30	4046.921525	3657.149771	3917.695077	3431.998723	3299.768959	3352.84077
TRA2A	1016.354176	1010.012509	937.8656507	1119.31401	1125.331542	1184.728766
APC	1221.562602	1368.793072	1363.555569	1565.770071	1574.661783	1385.101612
AGAP2-AS1	31.70602283	28.13965199	38.18854146	14.81133851	16.04750861	17.50830689
NDUFA3	417.4626339	478.3740838	572.828122	391.4425177	399.1817768	356.9749238
MECOM	113.6132485	122.6084837	92.10177647	147.0554323	157.4661783	139.0937714
LINC00963	332.9132397	335.6658487	350.4360276	462.325352	439.3005483	357.9476075
HIST1H3H	6.165059994	5.024937855	0	12.69543301	11.03266217	10.69952088
FOXL1	228.9879426	188.9376634	138.1526647	271.8938569	244.7245064	226.6353059
GAS6-AS1	24.66023998	20.09975142	39.31173386	58.18740128	43.1276794	45.71613466
ARHGAP35	3452.433597	3399.872953	3359.468456	2954.862032	2939.702984	3104.806422
UBFD1	1950.801127	1982.840478	2268.84864	2350.771012	2379.043152	2263.435007
GRB10	1207.471036	1232.114762	1409.606457	1183.849128	1040.079152	1080.651609
CDC42EP4	1057.74815	960.7681179	968.1918454	754.3203112	697.0636554	973.6563999
CYTOR	631.478288	558.7730895	506.5597706	732.1033034	632.873621	687.6873873
GATC	295.0421569	295.4663459	323.4794101	397.7902342	349.0333124	377.4012819
INSYN2B	265.9783026	216.0723278	229.1312488	286.7051954	293.8700015	355.0295564
MYOM3	12.33011999	14.06982599	0	33.85448802	22.06532434	24.3170929
TRIM55	457.0951624	292.4513832	335.8345264	429.5288167	408.2085004	676.0151827
KCNS2	33.46746854	19.09476385	20.21746313	39.14425177	49.14549513	36.96198121
IARS	4810.508241	5242.015171	5179.040138	4456.096985	4538.43603	4406.257234
GRAMD1B	740.6879222	846.1995348	976.0541921	722.5817286	745.2061813	680.8786013
ZNF671	51.96264852	52.2593537	22.46384792	68.76692879	75.22269663	60.3063904
LDB2	602.4144337	608.0174805	648.0820125	713.0601539	759.2477513	758.6932986
CRELD1	289.7578197	274.3616069	296.5227925	374.5152737	410.214439	298.6139009
STX10	953.8228534	909.5137518	967.068653	790.2907047	752.2269663	894.8690188
SELENOW	1751.757761	1923.546211	1778.013563	2225.932587	2245.648237	1849.071744
PLEKHM2	2733.763746	2715.476417	2747.328601	2576.114948	2491.375712	2263.435007
FAT3	223.7036055	232.1521289	163.9860898	260.2563766	269.7987386	274.296808
CRCP	602.4144337	550.7331889	467.2480367	608.3228316	666.9745768	653.6434572
EIF3E	4319.064887	4191.803159	4258.022373	3771.601556	3852.405037	4008.429594
PAMR1	2125.184252	2286.346724	2063.304431	2487.246917	2547.541993	2313.041877
LAYN	2126.064975	1818.022516	1903.811111	2165.62928	2190.484926	2484.234211
YTHDC1	996.0975505	932.6284659	976.0541921	838.9565312	782.3160449	863.7431399
GATD3B	107.4481885	76.3790554	61.77558178	156.5770071	126.3741303	93.37763675
AMIGO2	673.7529851	779.8703551	754.7852901	1025.156215	931.7584689	780.0923403
CDK19	485.2782938	515.558624	612.1398558	424.239053	346.0244045	521.3584718
ITGB1	39771.68275	43787.30847	43150.80547	47302.12543	47713.25499	45532.29744
HOOK3	1686.58427	1529.591083	1548.882314	1758.317471	1736.139838	1918.132288
RDH14	284.4734826	330.6409109	371.7766831	278.2415734	275.8165543	241.2255616
AC098864.1	133.8698742	153.7630984	124.674356	190.4314951	193.5730727	164.383548
ANKRD49	136.5120427	153.7630984	160.6165126	90.98393655	123.3652225	107.9678925
SIPA1	714.2662365	605.0025178	643.5892429	535.3240918	498.4757363	552.4843508
TGOLN2	5362.721472	5977.666073	5307.084071	6388.976661	6185.311602	5910.026259
CALU	24139.73277	24316.67927	24479.97827	25875.40837	25979.91348	26256.62423
ASMTL-AS1	27.30240855	33.16458985	25.83342511	63.47716503	47.13955655	40.85271608
EPHB2	609.4602166	507.5187234	553.7338512	721.5237759	581.7221873	719.7859499
EXT2	2709.984229	3134.556234	3251.641986	3418.245337	3428.149028	3290.589012
DCLK2	324.1060111	325.615973	278.5517142	416.8333837	374.1075446	369.6198121
ZNF761	153.245777	152.7581108	143.7686267	185.1417314	201.596827	192.5913758
ZNF841	107.4481885	136.6783097	125.7975484	215.8223611	142.421639	147.8479249
MAPK6	1358.955367	1228.094812	1073.771931	1378.512434	1392.121372	1490.151453
CCDC186	250.1252912	276.371582	224.6384792	324.7914944	260.772015	369.6198121
EPB41	33.46746854	51.25436612	8.985539168	52.89763753	66.19597303	49.60686952
RARG	2007.16739	2250.167172	2199.210711	1957.212589	1960.804959	1831.563437
MAN1A2	992.5746591	1004.987571	864.8581449	1091.807239	1168.459221	1068.979404
RNF126	1247.984287	1133.62598	1210.801403	1023.04031	1039.076183	1016.454483
ARSJ	1137.013208	1223.069874	1191.707132	1401.787395	1437.25499	1299.505445
FAT1	7819.938241	9012.728537	9370.79416	10445.16751	10650.53087	9010.941946
PCDH18	4476.714279	4851.075006	5237.446143	5468.557768	5790.141702	5234.011077
STK10	1630.218007	1581.850437	1667.940708	1448.337316	1458.317345	1453.189472
NFIB	87.19156278	115.5735707	115.6888168	72.99873979	80.23754307	65.16980898
OSBPL3	1465.522833	1505.471381	1564.607008	1749.853849	1763.220009	1640.917429
GYS1	2160.413167	2048.16467	2070.043586	2559.187704	2379.043152	2288.724784
PARP3	710.7433451	766.8055167	520.0380794	823.0872399	853.5268644	744.1030428
GPR180	472.067451	449.2294443	381.8854146	519.4548005	486.4401049	576.8014437
CPE	146.1999941	148.7381605	134.7830875	167.1565346	207.6146427	183.8372224
DDX21	2281.072198	1985.85544	2091.384241	2310.568807	2256.680899	2515.36009
SPG7	1543.026444	1619.034977	1620.766627	1737.158416	1821.392228	1818.918549
LINC00607	40.51325139	59.29426669	30.32619469	87.8100783	72.21378876	62.25175783
TRIM16	236.9144484	202.0025018	204.4210161	181.9678731	154.4572704	153.6840271
DDX50	804.0999678	806.000032	649.2052049	846.3622005	894.6486052	912.3773257
EPRS	4050.444416	4735.501435	4536.574088	3785.354942	3985.799952	3789.575758
SLC5A3	348.7662511	303.5062465	298.7691773	339.6028329	372.101606	450.3525606
CHRAC1	775.9168364	746.7057653	908.6626484	660.1625164	606.7964195	763.5567172
PILRB	56.3662628	41.20449041	21.34065552	67.70897604	63.18706517	71.00591128
PCDH9	66.05421422	51.25436612	30.32619469	79.34645629	79.23457378	80.73274844
RAB11FIP2	563.662628	648.2169833	710.9807867	506.7593675	552.6360779	553.4570345
COPB1	3439.222754	3464.192157	3319.03353	3732.457304	3701.959643	3858.636302
PPARD	1471.687893	1527.581108	1605.041934	1490.655426	1282.79772	1325.767905
RPRD2	738.0457536	697.4613743	760.4012521	654.8727526	608.8023581	649.7527224
CATSPER2P1	7.045782851	6.029925426	1.123192396	22.21700776	11.03266217	12.64488831
BTAF1	692.2481651	703.4912997	635.7268961	758.5521222	762.2566592	821.9177401
ATN1	4591.20825	4646.057541	4311.935608	4120.725963	3875.47333	4024.965217
ZEB1-AS1	73.98071993	59.29426669	90.97858408	40.20220452	52.154403	51.55223696
DNAJC27-AS1	6.165059994	21.10473899	53.91323501	7.405669254	9.026723596	9.726837161
HSPG2	14526.64279	16557.17023	16175.0937	20900.91454	20003.21949	16074.57109
RIOX1	290.6385426	257.2768182	215.65294	196.7792116	195.5790112	213.9904176
DNAJB9	374.3072139	382.9002646	360.5447591	503.5855093	464.3747805	426.0354677
IRAK3	147.9614399	148.7381605	170.7252442	102.6214168	108.3206831	134.2303528
WHAMM	311.7758911	340.6907866	480.7263455	278.2415734	296.8789094	308.340738
PSME4	1618.76861	1542.655922	1578.085316	1756.201566	1676.96465	1916.186921
TIMM13	1405.633679	1296.433967	1567.976585	1206.066136	1139.373112	1233.362952
RN7SL2	54.60481709	43.21446556	30.32619469	62.41921228	71.21081948	86.56885074
PPIF	1342.221633	1181.865384	1175.982439	1038.909601	967.8653633	1159.43899
EMX2	653.4963594	732.6359393	669.422668	595.6273986	580.719218	603.063904
CES3	0.880722856	7.034912997	0	11.63748026	10.02969288	5.836102297
MAML2	536.3602195	572.8429155	555.980236	619.9603118	726.1497648	624.4629458
SLC44A1	1231.250553	1228.094812	1110.83728	1329.846607	1343.978846	1373.429407
CTNNB1	5092.339555	5040.012669	5094.800708	5533.092886	5420.046034	5531.652294
RBBP7	2034.469798	1679.334231	2001.52885	1564.712118	1520.501441	1789.738038
MATN2	1239.177059	984.8878196	1005.257194	1216.645663	1249.699733	1566.020783
OSGIN1	230.7493884	196.9775639	222.3920944	178.7940148	155.4602397	171.192334
TMEM87A	756.5409336	765.8005292	699.7488627	808.2759014	874.5892195	908.4865909
NDUFB10	1373.046933	1362.763146	1245.620367	1193.370703	1155.42062	1148.739469
GABPA	608.5794937	631.1321946	733.4446346	570.2365326	552.6360779	545.6755648
RAB32	1443.504762	1450.197065	1250.113137	1233.572907	1253.71161	1182.783399
SLC17A9	690.4867194	671.3316975	527.9004261	795.5804684	774.2922906	696.4415408
SF3A2	1166.077062	1120.561142	1061.416814	957.4472393	842.4942022	1030.072055
MLLT11	301.2072169	285.4164702	283.0444838	349.1244077	344.0184659	356.9749238
FAS	1074.481885	1242.164638	1033.337004	1365.817001	1396.133249	1121.504325
GAL3ST4	170.8602341	145.7231978	169.6020518	215.8223611	188.5582262	224.6899384
IL21R	36.99035997	34.16957742	6.739154376	62.41921228	42.12471011	47.66150209
ATP10D	579.5156395	687.4114986	691.8865159	838.9565312	769.2774442	703.2503268
MAGED1	6708.465997	7267.065126	7144.626831	8333.493816	8032.781031	7161.870202
AKT1S1	2205.330032	2312.476401	2230.660098	2097.920304	2017.974208	1781.956568
ANGPT1	930.0433363	1116.541191	1062.540007	1193.370703	1334.952123	1117.61359
PIGC	309.1337226	308.5311843	404.3492626	272.9518096	253.75123	286.9416963
PVT1	117.1361399	128.6384091	94.34816127	137.5338576	154.4572704	161.4654969
OSBPL7	104.8060199	117.5835458	61.77558178	137.5338576	135.4008539	142.9845063
AKAP6	230.7493884	381.895277	404.3492626	506.7593675	481.4252584	392.9642213
CXCL3	5.284337138	12.05985085	30.32619469	6.347716503	2.005938577	5.836102297
CAMLG	605.9373252	552.7431641	679.5313996	476.0787378	556.6479551	526.2218904
SYNGR2	263.336134	267.3266939	302.1387545	242.2711799	229.679967	195.5094269
BRI3	4207.213085	4223.962761	4582.624976	3777.949272	3941.669303	3424.819365
DHX40	716.908405	807.0050196	904.1698788	708.8283429	698.0666247	644.8893038
TGFBR1	1117.637305	1084.381589	1243.373982	943.6938535	972.8802097	1031.044739
SNX30	747.733705	750.7257156	769.3867913	826.2610982	875.5921888	850.1255679
HEPH	504.6541967	547.7182262	523.4076565	639.0034613	605.7934502	596.255118
KCNQ1OT1	29.06385426	31.1546147	20.21746313	44.43401552	43.1276794	51.55223696
ARMC9	352.2891425	466.314233	548.1178893	352.2982659	385.1402067	338.4939332
ATL3	3499.111908	3827.997658	3878.383343	3456.331636	3364.961963	3363.54029
MGST1	2910.78904	3075.261967	3089.902281	2662.867073	2755.156635	2546.485969
METTL7A	45.79758853	42.20947798	16.84788594	49.72377928	51.15143371	86.56885074
STT3A	3145.06132	2997.877924	2897.836382	3295.522818	3328.855068	3428.710099
NFE2L2	1306.992719	1389.897811	1363.555569	1087.575428	1231.646286	1182.783399
BNIP3L	2414.942072	2748.641007	2980.952619	2299.98928	2493.381651	2260.516956
MLXIP	1176.645736	1178.850421	1101.85174	1455.742985	1327.931338	1210.991227
SON	4019.619116	3857.142298	3784.035182	4058.306751	4315.776848	4322.606435
RNF10	2631.599895	2787.835522	2681.060249	2520.043452	2536.50933	2348.058491
NR2F2	2598.132426	2298.406575	2445.189846	2813.096364	2626.776566	2859.690125
AL137782.1	10.56867428	14.06982599	3.369577188	30.68062977	19.05641648	16.53562317
CCDC89	47.55903424	40.19950284	84.2394297	35.97039352	31.09204794	28.20782777
IKZF2	104.8060199	107.5336701	56.1596198	128.0122828	135.4008539	130.339618
