Gene	Eto_1	Eto_2	Eto_3	FTY_1	FTY_2	FTY_3
TANK	629.6657572	673.5971286	719.2940813	577.7541937	574.8528907	612.1398558
DENND2D	57.34259084	51.21564944	72.18721963	22.01807141	48.23940341	43.80450344
MAP3K14	188.5689045	158.1004831	141.7963243	177.0252941	213.0573651	251.5950967
SEC24C	1108.255842	1169.052868	1165.307974	1104.426462	1025.087322	938.9888431
ACSS2	455.4325004	427.5393345	458.9044676	370.7843225	393.9551279	375.1462603
COMMD2	500.6449278	513.2698781	452.4591802	553.0939538	523.5985245	690.7633236
AC018638.5	131.2263137	122.4722052	134.0619793	79.26505707	107.5336701	76.37708293
MRPL21	372.7268405	375.2103014	395.7406504	465.0216681	443.1995188	444.7841888
UBE3B	1457.825098	1467.439695	1455.34591	1245.342119	1290.404041	1419.715189
DPH6	49.62339592	59.00933523	47.69512725	65.17349137	55.27431641	130.2903179
CREG1	320.8979603	326.2214193	292.616051	246.6023998	314.5611097	174.0948214
SLC39A7	2803.170499	2745.604164	2930.027682	2540.88544	2562.718306	2550.769931
CLPP	982.5432393	918.541539	975.8165224	1191.618025	1081.366626	1015.365926
ELK4	831.4675672	780.4819622	669.020839	664.9457565	672.336685	648.0820125
ALDH2	589.9670404	588.9799686	587.810217	460.6180539	559.7780771	491.9582695
PSME3	2422.724463	2472.825161	2494.32625	2808.625189	2481.314313	2797.872258
YIPF6	666.0562475	763.7812069	712.8487938	597.1300966	632.1371822	608.7702786
PPRC1	999.0843713	1002.045315	982.2618099	1104.426462	1140.660893	1127.685166
GPT2	841.3922464	816.1102401	843.0436006	681.6794908	674.3466602	755.9084825
CCDC28B	79.39743348	82.39039258	76.05439211	103.0445742	96.47880682	147.1382039
SMCO4	38.59597461	55.66918418	43.82795477	91.59517706	68.33915483	50.54365782
RFX5	421.2474943	505.4761923	456.3263526	366.3807082	419.0798171	390.8709538
VAMP5	1430.256545	1359.441478	1450.18968	1137.89393	1328.593569	1181.598401
GDE1	1342.037174	1435.151568	1276.166918	1151.985496	1305.478855	1098.482163
LINC00910	28.67129542	35.62827787	34.80455232	22.89879426	19.09476385	6.739154376
UBASH3B	770.81675	787.1622643	734.7627712	1083.289113	810.0199823	832.2855654
ZFP1	115.7879238	93.52422942	69.60910464	137.3927656	116.5785582	123.5511636
CDC16	1884.586303	1988.503259	1937.453412	1741.189087	1837.11728	1672.433478
XYLT2	1104.947616	1076.642022	1169.175146	1011.069839	975.8429315	955.836729
DGKH	391.4734567	374.0969177	327.4206033	306.491554	298.4813086	292.030023
MGAT1	4784.798109	4453.534734	4935.801142	4145.562485	4187.783209	4238.928103
AL390728.6	41.904201	55.66918418	42.53889728	54.60481709	61.30424184	123.5511636
THRAP3	2911.239227	2958.260447	2820.457795	2710.864952	2642.112324	2546.277162
GASAL1	7.719194921	15.58737157	11.60151744	32.58674568	26.12967685	11.23192396
PTPN1	1251.612319	1230.28897	1223.315561	1163.434893	1112.521241	1016.489118
STARD3NL	587.7615562	622.3814791	555.5837796	755.6602107	641.1820703	667.1762832
Z68871.1	18.74661624	20.0409063	10.31245995	8.807228563	7.034912997	2.246384792
CASZ1	7.719194921	7.793685785	6.445287467	13.21084284	13.06483842	35.94215667
APOL2	484.1037958	521.0635639	471.7950426	364.6192625	446.2144816	431.3058801
PHACTR4	410.220073	442.0133224	457.6154101	549.5710623	523.5985245	493.0814619
BLCAP	2175.710226	2072.007035	2165.616589	1648.713187	1881.336733	2058.811662
CDC27	1528.400594	1585.458365	1466.947427	1765.849327	1698.428995	1785.87591
DUSP12	258.0416588	262.7585493	282.303591	371.6650454	324.6109855	301.0155621
AL137782.1	25.36306903	17.81413894	19.3358624	10.56867428	14.06982599	3.369577188
NEK8	78.29469135	75.71009048	46.40606976	43.15541996	54.26932884	34.81896428
MRPL20	889.9129002	828.3574606	730.8955987	1070.07827	984.8878196	849.1334514
ZNF839	131.2263137	130.265891	143.0853818	103.0445742	95.47381925	108.9496624
GPATCH11	292.2266649	272.7790025	274.5692461	399.8481768	343.7057493	312.2474861
FBXL5	1682.784493	1870.484588	1778.899341	1619.649333	1640.139716	1518.556119
AP000662.1	26.46581116	22.26767367	14.17963243	19.37590284	4.019950284	0
SH2B3	2325.683156	2176.665101	2289.366108	2401.731229	2503.42404	2541.784392
C19orf66	271.2745644	278.3459209	317.1081434	175.2638484	248.2319301	268.4429826
TTC7A	1205.29715	1052.147581	1117.612847	977.6023705	983.8828321	965.9454606
ZNF25	218.3429421	217.1098183	239.7646938	174.3831256	203.0074894	149.3845887
DNAH5	30.87677969	16.70075525	19.3358624	37.87108282	34.16957742	49.42046542
RPL13	20346.69507	18796.14335	20194.37469	21745.92805	22524.78643	21050.87189
GIGYF1	1072.968094	947.4895147	970.6602925	824.3565935	905.4938015	842.394297
SNX14	844.7004728	956.3965842	892.0277854	772.393945	824.0898083	755.9084825
FKTN	699.1385115	658.009757	603.2789069	608.5794937	513.5486488	571.7049296
CTDSP1	1455.619614	1359.441478	1410.228898	1566.805961	1605.970139	1524.172081
FAM229A	58.44533298	28.94797577	45.11701227	25.54096283	35.17456499	13.47830875
MIR4482	26.46581116	30.06135946	21.91397739	13.21084284	18.08977628	8.985539168
HSPBP1	846.9059571	803.8630195	864.957578	987.2903219	911.523727	1011.996349
CDC123	853.5224099	947.4895147	943.5900851	1042.775862	967.8030309	1087.250239
CORO2A	48.52065379	47.87549839	56.71852971	36.10963711	47.23441584	4.492769584
LINC01060	9.924679185	7.793685785	10.31245995	9.68795142	23.11471413	39.31173386
STX7	1197.577955	1274.824318	1258.120113	1137.013208	1108.501291	1101.85174
CLPX	728.912549	725.9261617	750.2314611	624.4325051	680.3765856	628.9877418
CEP162	79.39743348	64.57625365	88.94496704	99.52168276	88.43890625	156.123743
EFS	637.3849521	555.5784581	558.1618946	753.898765	718.5661133	585.1832383
HACL1	209.521005	212.6562836	193.358624	155.8879456	166.8279368	169.6020518
TAF12	329.7198974	329.5615703	335.1549483	420.1048025	374.860364	390.8709538
RPL10	13613.35161	13524.2716	13651.11885	14316.15003	14708.99809	15306.86597
PROCR	294.4321491	263.871933	278.4364186	211.3734855	247.2269425	224.6384792
LINC00664	17.64387411	7.793685785	12.89057493	5.284337138	7.034912997	0
MROH1	1024.44744	901.8407837	921.6761077	767.1096079	807.0050196	795.2202164
MTHFD1L	2381.923004	2723.33649	2558.779124	2137.514372	2226.04747	2398.015765
NDN	604.3026881	586.7532012	586.5211595	753.898765	639.1720952	696.3792855
ASB6	1092.817452	1086.662475	1078.941122	993.4553819	907.5037767	1008.626772
LPCAT2	648.4123734	627.9483975	611.0132518	586.5614223	554.7531392	493.0814619
GOLGA1	574.5286506	595.6602707	607.1460794	460.6180539	546.7132387	516.6685022
CETN2	779.6386871	860.6455874	806.9499908	922.9975534	917.5536524	923.2641495
COL4A5	60.65081724	50.10226576	47.69512725	22.01807141	29.14463956	46.05088824
MIR635	25.36306903	27.83459209	32.22643733	14.0915657	21.10473899	8.985539168
ANAPC15	78.29469135	76.82347417	86.36685205	122.420477	126.628434	87.60900689
PDCL3	280.0965014	252.7380962	252.6552687	372.5457682	313.5561222	295.3996002
TRH	20.9521005	26.72120841	36.09360981	14.0915657	8.039900569	19.09427073
TIAM2	249.2197217	211.5428999	211.4054289	188.4746913	169.8428995	175.2180138
MRPS2	485.2065379	507.7029597	484.6856175	638.5240708	591.9376794	533.5163881
TUT4	562.3984871	555.5784581	576.2086995	486.1590167	461.2892951	469.4944215
PI4KA	1791.955964	1774.733592	1798.235203	1617.887887	1636.119766	1658.955169
ITIH5	19.84935837	12.24722052	19.3358624	8.807228563	10.04987571	3.369577188
OXSR1	1235.071187	1359.441478	1299.369953	1137.013208	1115.536204	1208.555018
SDC2	1936.415183	1922.813622	1921.984723	2190.357744	2091.379135	2180.116441
AC073857.1	9.924679185	3.340151051	12.89057493	26.42168569	21.10473899	13.47830875
C11orf24	1520.6814	1525.335647	1591.986004	1797.55535	1876.311795	1570.22297
KRTAP4-12	13.23290558	13.3606042	11.60151744	26.42168569	17.08478871	42.68131105
PGM2L1	357.2884506	397.477975	328.7096608	272.1433626	325.615973	277.4285218
GGT7	528.213481	466.5077634	523.3573423	396.3252853	488.4239595	372.8998755
PHIP	791.7688505	729.2663127	689.6457589	620.9096137	639.1720952	622.2485874
KRT34	1235.071187	1319.359665	1349.643196	802.3385221	1203.97511	1043.445736
LRRC20	62.8563015	67.9164047	39.96078229	102.1638513	76.3790554	85.3626221
TADA2A	229.3703634	231.5838062	194.6476815	263.336134	280.3915323	260.5806359
CHST10	88.21937053	125.8123562	108.2808294	147.9614399	121.6034961	179.7107834
MUTYH	91.52759692	100.2045315	113.4370594	131.2277056	130.6483842	158.3701278
PIGK	1306.749426	1240.309424	1180.776664	1136.132485	1164.780595	988.4093085
ZCRB1	641.7959206	647.9893038	672.8880115	767.1096079	731.6309517	746.9229434
DPH1	703.54948	620.1547118	736.0518287	558.3782909	606.0075054	613.2630482
SLF2	603.199946	699.2049533	647.1068616	759.1831022	726.6060139	735.6910194
SPTLC2	1935.312441	1958.441899	1793.078973	1733.262581	1703.453933	1730.839482
SELENOH	764.2002972	650.2160712	718.0050238	826.9987621	796.9551439	842.394297
PARD3B	344.0555451	352.9426277	322.2643733	173.5024027	225.1172159	353.8056047
C2orf42	188.5689045	195.9555283	190.780509	152.3650541	167.8329244	101.0873156
GLCCI1	164.3085776	172.574471	199.8039115	115.3746942	146.7281854	149.3845887
ULBP3	91.52759692	85.73054364	86.36685205	63.41204566	62.30922941	56.1596198
FUK	216.1374578	193.7287609	225.5850613	152.3650541	183.9127255	162.8628974
RNF144B	106.9659868	113.5651357	86.36685205	66.05421422	69.3441424	73.00750574
LRRFIP1	2774.499203	3018.383166	2982.87904	3420.727574	3105.411595	3237.040485
ZRANB2	1066.351641	1103.36323	1086.675467	1013.712008	981.8728569	885.0756081
SH3GL1P1	15.43838984	11.13383684	19.3358624	8.807228563	3.014962713	2.246384792
LRRC41	2950.937944	2723.33649	2856.551405	2516.225201	2709.446492	2508.08862
LRRC14	640.6931785	601.2271891	607.1460794	708.9818993	756.755641	681.7777844
CHUK	420.1447521	445.3534734	467.9278701	526.6722681	462.2942827	593.0455851
C4orf33	50.72613805	60.12271891	52.85135723	77.50361136	61.30424184	106.7032776
AC009549.1	30.87677969	27.83459209	25.78114987	34.3481914	39.19451527	78.62346772
DLGAP1-AS2	33.08226395	36.74166156	25.78114987	11.44939713	16.07980114	23.58704032
SMDT1	306.5623126	243.8310267	287.459821	374.3072139	333.6558736	325.7257948
ACTR5	92.63033906	101.3179152	83.78873707	147.9614399	102.5087322	133.6598951
PRKRA	584.4533298	545.558005	568.4743546	676.3951537	599.9775799	672.7922452
CTNNBL1	553.5765501	543.3312376	558.1618946	635.8819023	576.8628658	693.0097083
AC078795.1	14.33564771	24.49444104	10.31245995	8.807228563	8.039900569	2.246384792
DHX35	204.0072944	200.409063	181.7571066	237.7951712	215.0673402	286.414061
KCNS2	45.2124274	33.40151051	39.96078229	33.46746854	19.09476385	20.21746313
AC245060.6	24.2603269	32.28812682	20.62491989	16.73373427	12.05985085	8.985539168
UQCRFS1P1	16.54113197	12.24722052	15.46868992	36.99035997	28.13965199	17.97107834
SZRD1	3162.664433	3267.781111	3271.627918	3597.752868	3444.092406	3495.374736
USP24	1521.784142	1454.079091	1550.736164	1310.51561	1315.528731	1412.976034
AACS	457.6379846	449.8070082	465.3497551	560.1397366	511.5386737	526.7772337
HSD17B12	873.3717682	1025.426373	873.9809805	685.2023822	757.7606286	923.2641495
KLF16	661.645279	532.1974008	549.1384922	764.4674393	663.2917969	654.8211669
MRPL48	222.7539106	217.1098183	217.8507164	292.3999883	261.2967685	252.7182891
LINC01133	276.788275	300.6135946	261.6786711	185.8325227	217.0773154	238.116788
SPOCK1	4843.243442	4753.034945	4430.490605	2903.743257	3918.44654	3968.238735
EMG1	510.5696069	491.0022045	458.9044676	614.7445537	576.8628658	540.2555425
C19orf25	532.6244496	467.6211471	574.919642	608.5794937	580.8828161	648.0820125
KCNMB4	27.56855329	18.92752262	24.49209237	46.67831139	27.13466442	51.66685022
EPHB3	192.979873	164.7807852	155.9759567	187.5939684	269.336669	205.5442085
PRKDC	5727.642632	5817.429747	5263.221745	6979.728636	5966.611209	6426.90689
MED13	1252.715062	1165.712717	1126.636249	974.960202	1005.992559	1151.272206
AFAP1-AS1	14.33564771	12.24722052	15.46868992	7.045782851	1.004987571	5.61596198
GUSBP1	87.1166284	67.9164047	88.94496704	105.6867428	104.5187074	141.5222419
SMIM20	283.4047278	300.6135946	291.3269935	343.481914	356.7705877	335.8345264
NUDT8	17.64387411	15.58737157	25.78114987	36.99035997	28.13965199	43.80450344
PHAX	1337.626206	1360.554861	1290.346551	1159.031279	1181.865384	1231.018866
PLXND1	3672.131298	3416.974525	3403.111782	2803.340852	3181.79065	3093.271859
TTC3P1	114.6851817	109.111601	116.0151744	51.96264852	90.4488814	102.210508
DYNC1I2	2423.827205	2616.451656	2499.48248	2409.657735	2280.316799	2199.210711
TAOK2	2247.388464	2173.32495	2250.694383	1958.727632	2023.039981	1863.376185
MTMR3	94.83582332	95.75099679	123.7495194	73.09999707	77.38404297	71.88431335
RSRC1	260.2471431	289.4797577	300.3503959	390.1602254	340.6907866	307.7547165
ZNF707	329.7198974	286.1396067	372.5376156	275.666254	300.4912837	235.8704032
ERCC3	864.5498312	841.7180648	922.9651652	806.7421364	775.8504049	732.3214422
AC138932.1	445.5078212	426.4259508	422.8108578	291.5192654	331.6458985	344.8200656
ARRDC2	320.8979603	322.8812682	332.5768333	288.8770969	282.4015075	213.4065552
ZNF660	15.43838984	20.0409063	19.3358624	36.99035997	32.15960227	29.2030023
PATJ	159.8976091	177.0280057	153.3978417	88.07228563	141.7032475	138.1526647
HOMER1	156.5893827	151.420181	153.3978417	199.0433655	177.8828001	197.6818617
AC016999.1	40.80145887	22.26767367	34.80455232	18.49517998	22.10972656	12.35511636
MYH7B	14.33564771	33.40151051	19.3358624	10.56867428	14.06982599	6.739154376
NKAPL	11.02742132	18.92752262	28.35926485	7.045782851	14.06982599	5.61596198
PYGO1	135.6372822	177.0280057	145.6634967	192.8783055	161.8029989	241.4863651
RSPRY1	679.2891531	671.3703612	653.5521491	815.549365	709.5212252	746.9229434
MFSD6	154.3838984	153.6469483	119.8823469	107.4481885	111.5536204	112.3192396
JMJD1C-AS1	13.23290558	13.3606042	16.75774741	31.70602283	29.14463956	19.09427073
SLC29A4	47.41791166	38.96842893	48.98418475	70.45782851	48.23940341	83.11623731
EEF1A1P6	518.2888019	596.7736544	569.763412	411.2975739	439.1795686	536.8859653
ARHGAP12	795.0770769	788.275648	768.278266	701.9361165	638.1671076	669.422668
RNF125	6.61645279	13.3606042	11.60151744	13.21084284	18.08977628	39.31173386
FOXC1	419.04201	349.6024766	399.6078229	239.5566169	310.5411595	363.9143363
THAP4	853.5224099	818.3370074	837.8873707	967.9144191	932.6284659	946.8511898
PQBP1	410.220073	406.3850445	367.3813856	503.7734738	510.5336861	421.1971485
MFAP4	921.892422	878.4597263	881.7153254	700.1746708	914.5386897	675.03863
RIMS1	277.8910172	285.026223	319.6862583	204.3277027	212.0523775	271.8125598
LINC00942	12.13016345	3.340151051	10.31245995	3.522891425	3.014962713	0
MBD2	1003.49534	1107.816765	1029.956937	1183.691519	1119.556154	1272.576985
SNHG19	80.50017561	73.48332312	90.23402453	155.8879456	92.45885654	135.9062799
THAP6	232.6785898	259.4183983	264.2567861	191.9975827	207.0274396	206.6674009
AC007996.1	19.84935837	22.26767367	23.20303488	37.87108282	31.1546147	43.80450344
DXO	212.8292314	190.3886099	228.1631763	165.575897	156.7780611	180.8339758
DCP1A	401.3981359	452.0337755	415.0765128	339.0782997	379.8853019	357.1751819
PSG9	46.31516953	27.83459209	28.35926485	15.85301141	26.12967685	11.23192396
ZMPSTE24	1601.181575	1701.250269	1722.180811	1447.027653	1521.551183	1565.7302
EPC2	325.3089288	414.1787303	336.4440058	303.8493854	319.5860476	258.3342511
KLHDC1	60.65081724	54.5558005	52.85135723	22.89879426	48.23940341	32.57257948
CLCN4	83.808402	102.4312989	82.49967957	67.81565994	71.35411755	37.06534907
ZNF560	12.13016345	7.793685785	6.445287467	22.89879426	21.10473899	14.60150115
ACTR2	7948.565285	8461.715995	7943.172274	9260.800834	8547.419292	9000.140669
SOS2	674.8781846	713.6789412	693.5129314	617.3867223	568.8229652	585.1832383
PDS5B	444.405079	473.1880655	404.7640529	575.992748	459.27932	541.3787349
HAS3	29.77403755	37.85504524	27.07020736	17.61445713	21.10473899	15.72469354
PDE7A	154.3838984	152.5335647	141.7963243	255.4096283	178.8877876	169.6020518
EIF2B4	598.7889775	637.9688507	582.653987	566.3047966	562.7930398	374.0230679
ATF6B	1422.53735	1318.246281	1358.666598	1292.901153	1253.219501	1095.112586
TBX3	2501.019155	2422.722895	2365.4205	2323.346895	2197.907818	2061.058047
STK32A	31.97952182	34.51489419	33.51549483	13.21084284	29.14463956	12.35511636
CHST3	2714.951128	2706.635735	2793.387588	2379.713158	2322.526277	2776.531603
RPL6P27	1027.755667	969.7571884	1071.206777	1287.616816	1210.005036	1038.952966
ERAL1	732.2207754	719.2458596	715.4269088	841.0903278	806.000032	825.5464111
PRDM5	135.6372822	172.574471	122.4604619	144.4385484	208.0324272	212.2833628
SPINT2	256.9389167	261.6451656	206.2491989	119.7783085	211.0473899	179.7107834
ZNF783	238.1923004	247.1711778	273.2801886	174.3831256	228.1321786	212.2833628
ARHGEF26	28.67129542	20.0409063	29.64832235	44.91686567	33.16458985	56.1596198
ZNF219	521.5970283	413.0653466	458.9044676	290.6385426	425.1097426	345.943258
VPS4B	1171.112144	1235.855889	1202.690641	1031.326465	948.7082671	1209.678211
SHMT2	4031.625233	3828.926488	3979.320482	3529.937208	3475.247021	3727.875562
SALL2	35.28774821	34.51489419	18.04680491	51.08192567	38.1895277	52.79004261
ATP5MF	1286.900068	1324.926583	1301.948068	1557.998733	1516.526245	1481.49077
AC083899.1	14.33564771	13.3606042	9.023402453	28.1831314	17.08478871	43.80450344
ACBD4	97.04130758	94.6376131	92.81213952	70.45782851	68.33915483	66.26835137
VPS9D1	465.3571795	407.4984282	448.5920077	340.8397454	387.9252024	354.9287971
QTRT2	264.6581116	271.6656188	299.0613385	364.6192625	315.5660973	322.3562177
CDA	63.95904363	57.89595155	81.21062208	125.9433685	91.45386897	97.71773845
SPEN	1538.325274	1395.069756	1408.93984	1402.110787	1295.428979	1059.170429
CINP	613.1246252	646.8759202	604.5679644	707.2204536	695.4513992	728.951865
TVP23C	52.93162232	51.21564944	52.85135723	37.87108282	25.12468928	37.06534907
ITGB3	14.33564771	24.49444104	23.20303488	57.24698566	27.13466442	29.2030023
TES	1064.146157	1131.197823	1073.784892	975.8409248	989.9127575	953.5903442
GREB1L	18.74661624	13.3606042	15.46868992	23.77951712	29.14463956	38.18854146
GSTO1	2424.929947	2377.074164	2364.131443	2547.931223	2789.845497	2686.676211
CXXC5	2190.045873	2153.284044	2163.038474	2203.568587	2539.603592	2570.987394
CD63	29754.1882	30292.94326	31254.48798	23296.00027	27799.96619	28024.77347
NLN	1209.708118	1324.926583	1215.581216	1503.393916	1316.533718	1432.070305
HHLA3	92.63033906	85.73054364	109.5698869	67.81565994	78.38903054	50.54365782
PRSS23	4033.830717	4160.714826	4234.553866	2835.046875	3739.558752	3606.570784
KLC2	1211.913603	1141.218276	1256.831056	1070.07827	1098.451415	1067.032776
MRPS28	117.9934081	85.73054364	78.63250709	149.7228856	110.5486328	129.1671255
RTL10	481.8983115	430.8794855	443.4357777	729.238525	512.5436612	473.9871911
SUCLG1	889.9129002	953.0564331	924.2542227	1187.21441	1009.007521	998.5180401
MED27	325.3089288	375.2103014	315.8190859	420.1048025	370.8404137	418.9507637
ANAPC5	1993.757774	2073.120419	2177.218106	2251.127621	2234.08737	2430.588345
NRDE2	255.8361745	259.4183983	283.5926485	234.2722798	235.1670916	143.7686267
CDK15	56.23984871	84.61715995	55.42947221	108.3289113	96.47880682	83.11623731
PLA2G4C	31.97952182	20.0409063	37.38266731	14.0915657	18.08977628	13.47830875
NOL8	491.8229907	605.6807239	485.974675	470.3060053	451.2394194	409.9652245
SNRNP40	320.8979603	356.2827787	302.9285109	521.3879309	420.0848047	305.5083317
GATAD2B	570.117682	528.8572497	527.2245148	469.4252824	470.3341833	461.6320748
AC078819.1	80.50017561	67.9164047	74.76533461	125.9433685	100.4987571	83.11623731
AL513550.1	29.77403755	26.72120841	27.07020736	13.21084284	18.08977628	12.35511636
SHARPIN	1217.427313	1174.619786	1301.948068	1351.909584	1375.827985	1416.345611
GTF2H1	1086.201	1245.876342	1136.948709	1060.390319	980.8678694	1059.170429
MGAT5B	40.80145887	18.92752262	32.22643733	59.00843137	42.20947798	53.91323501
IL4R	1204.194408	1235.855889	1259.409171	984.6481534	1146.690819	1126.561973
PNPLA3	93.73308119	79.05024153	72.18721963	59.00843137	48.23940341	61.77558178
SPTB	3.308226395	15.58737157	7.73434496	36.99035997	17.08478871	11.23192396
EIF4G2	18950.62353	20249.10905	19371.95601	21088.02807	20329.89358	21563.04762
EXOC3	1312.263137	1265.917248	1459.213082	1132.609593	1231.109775	1238.881213
NCBP2	1378.427665	1457.419242	1358.666598	1244.461396	1322.563644	1195.076709
C12orf49	900.9403215	841.7180648	906.2074178	825.2373164	818.0598828	714.3503639
DPH5	295.5348913	303.9537456	299.0613385	358.4542025	344.7107369	374.0230679
HNRNPKP4	196.2880994	95.75099679	77.3434496	81.02650278	70.34912997	77.50027533
TUB	546.9600973	529.9706334	528.5135723	436.8385367	509.5286985	448.153766
BAIAP2L1	330.8226395	346.2623256	355.7798682	266.8590255	267.3266939	324.6026024
GPRIN3	4.410968526	0	3.86717248	6.165059994	14.06982599	6.739154376
FRY	65.06178577	69.02978838	74.76533461	53.72409424	59.29426669	23.58704032
ANXA4	1789.75048	1807.021718	1769.875938	1452.31199	1545.670884	1637.614513
PSMB6	1816.216291	1632.22048	1863.977135	2010.690281	1951.685863	1977.941809
FAM86FP	73.88372282	61.2361026	74.76533461	36.99035997	46.22942827	57.2828122
KDELC2	1132.516169	1221.381901	1238.784251	1375.689102	1367.788084	1362.432376
MID1	145.5619614	159.2138668	154.6868992	240.4373398	218.0823029	137.0294723
C17orf97	19.84935837	17.81413894	18.04680491	37.87108282	36.17955256	21.34065552
TTC12	18.74661624	22.26767367	19.3358624	52.84337138	35.17456499	21.34065552
RHEBL1	9.924679185	7.793685785	6.445287467	17.61445713	28.13965199	14.60150115
TMEM51	26.46581116	36.74166156	19.3358624	39.63252853	42.20947798	58.40600459
CPSF3	567.9121978	560.0319928	583.9430445	787.3662336	597.9676048	655.9443593
DDAH1	5853.355235	6355.194066	5949.000332	4764.710653	5387.738368	5906.868811
LRCH4	138.9455086	138.0595768	150.8197267	176.1445713	176.8778125	204.4210161
MYO15B	14.33564771	18.92752262	23.20303488	7.926505707	14.06982599	0
INSC	6.61645279	5.566918418	10.31245995	11.44939713	13.06483842	32.57257948
PTPN21	1201.988923	1202.454378	1130.503422	1033.08791	1108.501291	1010.873156
STKLD1	11.02742132	12.24722052	14.17963243	6.165059994	4.019950284	2.246384792
PLEKHM2	3190.232987	2875.870055	2942.918257	2733.763746	2715.476417	2747.328601
TOE1	103.6577604	113.5651357	110.8589444	162.0530056	148.7381605	116.8120092
AL135905.1	16.54113197	14.47398789	14.17963243	6.165059994	12.05985085	0
EIF3EP1	9.924679185	21.15428999	19.3358624	7.926505707	11.05486328	0
HNRNPU	5751.902959	6065.714308	5602.243866	7105.672005	6117.359345	6138.246444
DOK5	435.583142	417.5188813	420.2327428	240.4373398	420.0848047	316.7402557
ZNF563	26.46581116	48.98888208	25.78114987	23.77951712	25.12468928	5.61596198
CARD8	215.0347157	233.8105736	226.8741188	269.501194	258.2818058	323.4794101
HIPK3	1683.887235	1695.68335	1479.838002	1155.508387	1389.897811	1603.918742
RASSF8-AS1	176.4387411	141.3997278	131.4838643	125.9433685	115.5735707	103.3337004
ACSL3	1047.605025	1086.662475	1017.066362	1277.048142	1174.830471	1191.707132
CLU	183.0551938	178.1413894	181.7571066	313.5373369	243.2069922	165.1092822
RPS20P14	78.29469135	90.18407837	68.32004715	129.4662599	102.5087322	104.4568928
RNF139	738.8372282	788.275648	732.1846562	689.6059965	687.4114986	603.1543167
CTF1	254.7334324	232.6971899	252.6552687	177.0252941	236.1720792	149.3845887
ZNF215	30.87677969	35.62827787	60.58570219	75.74216564	69.3441424	47.17408063
AC009506.1	16.54113197	10.02045315	20.62491989	10.56867428	7.034912997	0
CGAS	77.19194921	67.9164047	90.23402453	161.1722827	121.6034961	70.76112095
SREBF1	1445.694935	1232.515738	1296.791838	1044.537308	1163.775607	1186.09117
FZD3	16.54113197	10.02045315	11.60151744	36.99035997	18.08977628	20.21746313
TIMM50	1099.433905	1046.580663	1096.987927	1263.837299	1178.850421	1225.402904
ZFP36	950.5637175	876.232959	930.6995102	656.138528	910.5187394	766.0172141
SETD3	963.796623	1115.610451	1024.800707	1150.22405	1120.561142	1182.721593
MFAP1	596.5834932	623.4948628	657.4193216	583.9192537	579.8778285	444.7841888
SELENOT	1433.564771	1432.924801	1313.549586	1522.769819	1551.70081	1592.686818
AL078621.3	90.42485479	75.71009048	77.3434496	36.99035997	44.21945313	79.74666012
AL139220.2	22.05484263	37.85504524	36.09360981	51.96264852	41.20449041	57.2828122
CCND2	94.83582332	104.6580663	97.96836949	46.67831139	102.5087322	43.80450344
CCT8	2699.512738	2779.005674	2856.551405	3309.756494	3054.157228	2953.996002
GOSR2	856.8306363	859.5322037	913.9417628	834.9252678	782.8853179	690.7633236
PANO1	12.13016345	18.92752262	6.445287467	29.06385426	22.10972656	26.9566175
MAN2A1	1757.770958	1724.631326	1817.571066	1505.155361	1589.890337	1701.63648
RPGR	110.2742132	83.50377627	76.05439211	125.9433685	109.5436452	147.1382039
ERF	1343.139916	1204.681146	1372.84623	1565.044516	1540.645946	1330.982989
WLS	505.0558963	505.4761923	528.5135723	334.6746854	445.209494	477.3567683
ENTPD5	554.6792922	529.9706334	534.9588597	469.4252824	468.3242081	478.4799607
IL3RA	14.33564771	25.60782472	16.75774741	7.045782851	9.04488814	7.862346772
AP1S2	839.1867622	823.9039258	794.0594159	1025.161405	857.2543981	978.3005769
TAOK3	1023.344698	1066.621569	1045.425627	932.6855048	908.5087642	937.8656507
SNX16	157.6921248	154.760332	130.1948068	187.5939684	169.8428995	207.7905933
CACHD1	151.075672	170.3477036	181.7571066	127.7048142	150.7481357	104.4568928
ACACB	41.904201	24.49444104	29.64832235	60.76987709	38.1895277	59.52919699
WDR6	2311.347508	2128.789603	2277.764591	1982.50715	1906.461422	2138.558322
FIG4	451.0215318	448.6936245	456.3263526	317.0602283	421.0897923	399.856493
RPS7P10	54.03436445	42.30857998	46.40606976	76.6228885	83.4139684	58.40600459
AC137932.3	12.13016345	20.0409063	23.20303488	3.522891425	8.039900569	11.23192396
ZNF546	62.8563015	60.12271891	47.69512725	36.10963711	40.19950284	32.57257948
SMAD2	1055.32422	1183.526856	1029.956937	1269.121636	1166.79057	1250.113137
WDR82	1950.750831	2045.285827	2000.61723	2356.814364	2054.194595	2216.058597
PNISR	1044.296799	1128.971055	1149.839284	900.979482	966.7980434	1061.416814
CALB2	23.15758476	27.83459209	19.3358624	29.94457712	40.19950284	51.66685022
RTN4RL2	3.308226395	6.680302101	0	14.0915657	11.05486328	7.862346772
NUDT10	6.61645279	4.453534734	5.156229973	44.91686567	12.05985085	0
MRFAP1L1	671.5699582	740.4001496	727.0284262	632.3590108	681.3815732	573.9513144
AC115618.2	43.00694313	43.42196366	37.38266731	67.81565994	40.19950284	83.11623731
