Gene	Eto_1	Eto_2	Eto_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
TGFBRAP1	588.8642983	565.5989113	564.6071821	499.3536983	478.4163506	491.2052766
SPR	299.9458598	344.0355582	354.4908107	286.7051954	284.8432779	239.2801942
DPP7	1710.353046	1489.707369	1684.798144	1451.511174	1435.249052	1261.57078
ATIC	989.1596921	1131.197823	1087.964524	1220.877474	1171.468129	1202.237073
WBP4	409.1173308	513.2698781	465.3497551	353.3562187	361.0689438	424.0901002
PRXL2B	457.6379846	386.3441382	400.8968804	509.9332258	488.4460434	567.0746065
HEATR6	358.3911928	424.1991834	399.6078229	326.9073999	323.9590802	313.2041566
GTF3C2	647.3096313	639.0822344	650.9740341	733.1612562	718.1260105	800.5186984
PTPN11	5397.922734	5580.279022	5353.45577	4817.916826	5209.422484	4707.789186
KLHL7	614.2273673	701.4317207	680.6223565	562.8308633	553.6390472	556.3750856
C11orf80	37.49323248	38.96842893	51.56229973	57.12944853	62.18409588	83.65079959
CAPN7	575.6313927	644.6491528	639.3725167	528.9763753	468.3866577	540.8121462
SERPINE2	54353.05693	55568.97965	54078.53996	44811.70466	45014.26463	31036.39201
MRPL12	290.0211806	312.8608151	315.8190859	405.1959035	345.0214352	415.3359468
RASSF8	1645.29126	1763.599755	1853.664675	1564.712118	1554.602397	1449.298737
CRYL1	231.5758476	223.7901204	225.5850613	169.2724401	190.5641648	155.6293946
HTRA1	7741.249764	7799.252703	7700.829465	7122.137917	7082.969115	6318.55342
PAGR1	77.19194921	56.78256786	87.65590955	86.75212555	108.3206831	122.5581482
ARFGAP2	1405.996218	1402.863441	1374.135288	1300.22393	1167.456252	1250.871259
ZBTB7B	878.8854789	818.3370074	1010.621075	871.7530665	724.1438262	593.3370668
UMPS	393.678941	446.4668571	420.2327428	463.3833048	494.4638592	538.8667787
XAF1	101.4522761	118.0186705	123.7495194	89.9259838	84.24942022	67.11517641
RAC2	1151.262785	1169.052868	1299.369953	1492.771331	1392.121372	1284.915189
FOXJ2	899.8375794	832.8109953	924.2542227	750.0885002	724.1438262	822.8904239
AC008608.2	6.61645279	3.340151051	3.86717248	14.81133851	16.04750861	10.69952088
ASS1	2268.340565	2371.507246	2360.26427	2035.501092	1976.852467	1291.723975
TMEM203	835.8785358	774.9150438	814.6843358	937.346137	987.9247491	893.8963351
HELZ	903.1458058	910.7478532	929.4104527	820.9713344	784.3219835	783.9830752
LENG1	138.9455086	139.1729604	127.6166918	86.75212555	119.3533453	89.48690188
ARHGAP17	1322.187816	1465.212928	1488.861405	1215.58771	1305.866013	1296.587394
COA3	412.4255572	411.9519629	382.8500755	491.948029	430.2738247	523.3038393
FO538757.1	188.5689045	182.5949241	228.1631763	176.6781093	118.350376	142.0118226
TNFRSF10A	113.5824396	103.5446826	100.5464845	69.82488154	59.17518802	51.55223696
PEMT	432.2749156	367.4166156	360.9360981	506.7593675	465.3777498	452.297928
PITPNC1	389.2679725	360.7363135	323.5534308	397.7902342	390.1550532	563.1838716
VIM	82170.82994	85747.24439	84776.15511	87978.29279	90576.1505	96142.97655
PELI3	199.5963258	188.1618425	193.358624	142.8236213	161.4780554	150.765976
NPIPB2	29.77403755	30.06135946	14.17963243	7.405669254	8.023754307	15.56293946
UBE2Q2	882.1937053	930.7887595	883.0043829	990.2437745	1011.996012	1072.870139
SH3YL1	309.870539	308.4072804	296.4832235	259.1984239	247.7334142	234.4167756
C22orf46	442.1995948	484.3219024	471.7950426	386.152754	376.1134831	394.9095888
NIF3L1	226.062137	236.0373409	216.5616589	247.5609436	285.8462472	339.4666169
LINC01358	2.205484263	12.24722052	7.73434496	26.44881876	14.04157004	23.34440919
UQCC1	742.1454546	725.9261617	724.4503112	656.9886581	622.8439281	599.1731691
INHBE	27.56855329	31.17474314	27.07020736	13.75338576	15.04453933	13.61757203
LSS	1624.33916	1564.304075	1585.540717	1821.794636	1802.335811	1845.18101
RGS10	339.6445765	328.4481867	372.5376156	407.311809	413.2233468	410.4725282
RPS2P5	4597.331947	3738.742409	4545.216721	5453.746429	4965.700947	4743.778484
NUDT9	487.4120222	479.8683676	545.2713197	433.7606277	451.3361798	375.4559144
C14orf119	1013.420019	1005.385466	993.8633274	1115.082199	1128.340449	1122.477008
ZNF844	248.1169796	246.0577941	248.7880962	166.0985818	186.5522876	182.8645386
PIEZO1	12993.61054	11718.36327	12591.51359	11487.25097	11103.87299	9946.663681
NTF4	5.513710658	11.13383684	18.04680491	30.68062977	25.07423221	22.37172547
ZNF160	347.3637715	338.4686398	315.8190859	274.0097624	257.7631071	281.105594
MRPL54	282.3019857	279.4593046	329.9987183	392.5004705	380.1253603	369.6198121
CANT1	2112.853924	1937.287609	2031.554609	2248.149595	2229.600728	2207.992036
SUCO	875.5772525	904.0675511	916.5198778	740.5669254	815.4140315	761.6113497
EMC1	2406.183331	2524.040811	2473.70133	2260.845028	2260.692776	2272.189161
SMAD9	649.5151155	675.8238959	629.0600567	768.0736969	742.1972734	831.6445773
CSTA	38.59597461	31.17474314	27.07020736	19.04314951	21.06235506	14.59025574
GREM2	2130.497798	1964.008818	1919.406608	2156.107706	2273.731377	2405.44683
FSD1L	77.19194921	82.39039258	79.92156459	120.6066136	102.3028674	111.8586274
ERRFI1	1692.709172	1614.406341	1664.173224	1370.048812	1330.940246	1572.829569
RREB1	813.8236931	784.9354969	748.9424036	699.3067681	680.0131775	649.7527224
HHIPL1	342.9528029	334.0151051	367.3813856	288.8211009	281.83437	227.6079896
PDPK1	873.3717682	842.8314485	898.4730728	762.7839332	799.3665228	738.2669405
WDR12	448.8160476	414.1787303	363.5142131	475.020785	485.4371356	496.0686952
ISG20L2	424.5557207	415.292114	442.1467202	483.484407	478.4163506	547.6209322
LRRC40	302.1513441	362.9630808	364.8032706	417.8913365	387.1461453	563.1838716
PDP2	259.1444009	239.377492	239.7646938	162.9247236	195.5790112	226.6353059
TRAM1	8251.819371	8490.663971	8315.709889	7606.680277	7730.887275	7050.984258
RPS29	1897.819209	1553.170239	1643.548304	2327.496051	2015.96827	2070.843632
SNED1	682.5973795	671.3703612	652.2630916	566.0047216	607.7993888	431.87157
GTF2F2	779.6386871	801.6362522	736.0518287	659.1045636	684.0250547	641.9712527
SEC62	2817.506146	2871.41652	2788.231358	2557.071798	2507.423221	2388.911207
PEAR1	87.1166284	66.80302101	60.58570219	103.6793696	96.28505169	115.7493622
SNAPC1	276.788275	293.9332925	328.7096608	209.4746446	245.7274757	257.7611848
FCHSD2	1089.509226	1076.642022	1112.456617	936.2881843	1059.135569	779.1196566
SLC9A7P1	8.821937053	8.907069469	7.73434496	17.98519676	18.05344719	27.23514405
GUK1	4828.907794	4520.337755	4910.019992	5684.380129	5354.853031	4894.54446
UQCRH	1387.249602	1434.038184	1416.674185	1631.363141	1555.605366	1654.535001
TRIM39	148.8701878	170.3477036	199.8039115	129.0702356	129.3830382	125.4761994
KATNBL1	395.8844253	472.0746818	422.8108578	488.7741708	495.4668285	577.7741274
ILF3-DT	95.93856545	92.41084574	101.835542	139.6497631	111.329591	148.8206086
TRDMT1	93.73308119	64.57625365	99.25742699	102.6214168	115.3414682	157.574762
IL12A	46.31516953	36.74166156	33.51549483	17.98519676	30.08907865	17.50830689
SCNN1D	52.93162232	51.21564944	59.29664469	25.39086601	38.11283296	35.01661378
G6PD	2862.718574	2761.191535	2893.934073	2662.867073	2636.806259	2349.031174
VPS4B	1171.112144	1235.855889	1202.690641	1049.489129	1026.037582	1078.706241
TMUB2	829.262083	782.7087296	888.1606129	733.1612562	731.1646112	701.3049593
HADH	393.678941	369.6433829	382.8500755	458.093541	441.3064869	470.7789186
LDLRAD3	189.6716466	140.2863441	168.8665316	198.8951171	206.6116734	239.2801942
LINC00174	60.65081724	71.25655575	67.03098965	41.26015727	39.11580225	47.66150209
MON2	973.7213022	1009.839001	944.8791426	820.9713344	882.6129738	894.8690188
XRCC3	154.3838984	168.1209362	181.7571066	213.7064556	204.6057348	256.7885011
ARF6	3567.370796	3277.801564	3457.252197	3709.182344	3680.897288	3866.417772
SYTL3	93.73308119	115.7919031	114.7261169	158.6929126	131.3889768	157.574762
CPNE3	2764.574524	3025.063468	2811.434393	2588.810381	2549.547931	2655.426545
TBCC	431.1721735	421.9724161	394.451593	341.7187384	356.0540974	348.2207704
MTA3	439.9941105	423.0857998	420.2327428	349.1244077	370.0956674	372.5378633
NEK1	403.6036202	426.4259508	385.4281905	317.3858252	321.9531416	382.2647004
CAPNS1	11400.14816	11631.51934	11820.65721	11168.80719	10918.32367	9978.762244
MMP12	8.821937053	6.680302101	9.023402453	15.86929126	13.03860075	35.9892975
GRASP	33.08226395	33.40151051	34.80455232	50.78173203	52.154403	62.25175783
SCML1	164.3085776	180.3681567	144.3744393	186.1996841	202.5997963	240.2528779
PPFIA1	1068.557126	1146.785194	1176.909491	976.4903888	940.7851925	1009.645697
CEP44	195.1853573	188.1618425	150.8197267	209.4746446	202.5997963	283.0509614
CSNK2A1	1625.441902	1711.270722	1771.164996	1553.074638	1493.42127	1586.447141
SSSCA1	480.7955694	478.7549839	469.2169276	612.5546426	564.6717094	521.3584718
DAGLA	216.1374578	174.8012383	199.8039115	159.7508653	149.442424	140.0664551
KIF21A	56.23984871	45.64873103	47.69512725	66.65102329	73.21675805	89.48690188
GPRIN3	4.410968526	0	3.86717248	10.57952751	9.026723596	9.726837161
ORAI2	1564.791085	1516.428577	1531.400302	1723.405031	1835.433798	1624.381806
NEK11	185.2606781	205.9759815	194.6476815	149.1713378	153.4543011	127.4215668
LYNX1	324.2061867	268.3254677	319.6862583	266.6040931	215.638397	168.2742829
SIRT5	172.0277725	222.6767367	188.202394	158.6929126	150.4453933	147.8479249
HOMER1	156.5893827	151.420181	153.3978417	208.4166919	187.5552569	186.7552735
TMEM39B	212.8292314	242.717643	180.4680491	254.9666129	254.7541993	327.7944123
PRPF4B	934.0225855	1006.49885	941.0119701	1110.850388	1032.055398	1178.892664
FAM3C	1520.6814	1584.344982	1625.501499	1376.396529	1465.33813	1284.915189
NSMF	1419.229123	1238.082656	1175.620434	1177.501411	1112.292941	1038.826209
ARHGAP24	556.8847765	560.0319928	527.2245148	449.629919	493.4608899	454.2432954
MEGF6	2884.773416	2379.300932	2767.606438	2194.194005	2099.214721	1410.391388
PRKAR1A	5174.066082	5418.838388	5330.252735	4752.323756	4811.243676	4510.334392
DUSP14	1763.284668	1922.813622	1759.563478	1681.086921	1675.961681	1476.533881
WASF3	423.4529785	448.6936245	448.5920077	392.5004705	358.060036	350.1661378
CFH	623.0493044	711.4521738	710.2706788	551.1933831	609.8053273	402.6910585
TIMM21	285.6102121	295.0466761	355.7798682	370.2834627	352.0422202	450.3525606
CTF1	254.7334324	232.6971899	252.6552687	220.0541721	190.5641648	141.0391388
SASS6	25.36306903	42.30857998	48.98418475	52.89763753	48.14252584	113.8039948
IL15RA	74.98646495	77.93685785	68.32004715	55.01354303	52.154403	40.85271608
WDR41	1095.022937	1075.528638	1073.784892	1250.500151	1197.54533	1238.226371
ANKRD13C	746.5564231	767.121358	752.8095761	643.2352724	663.9656689	659.4795595
H2AFY	1684.989977	1862.690903	1744.094788	1827.0844	1928.709942	2139.904176
MRPS15	700.2412536	731.4930801	805.6609333	807.2179487	898.6604824	911.404642
ATXN3	307.6650547	320.6545009	301.6394534	247.5609436	238.7066906	274.296808
GON4L	797.2825612	816.1102401	727.0284262	702.4806264	651.9300375	682.8239687
RAD51-AS1	88.21937053	67.9164047	52.85135723	45.49196827	40.11877154	50.57955324
TM9SF3	5333.963691	5301.933101	5158.808088	4842.249739	4920.567329	4943.178645
ZNF579	840.2895043	689.1845001	835.3092557	735.2771617	576.7073408	612.7907412
NAV2	674.8781846	514.3832618	558.1618946	678.1477131	665.9716075	799.5460147
AQP1	7.719194921	2.226767367	7.73434496	11.63748026	19.05641648	18.48099061
ZNF280C	67.26727003	47.87549839	58.0075872	77.23055079	85.25238951	105.0498413
FRMD8	1538.325274	1400.636674	1490.150462	1404.961253	1306.868983	1190.564869
PLEKHA6	40.80145887	44.53534734	59.29664469	74.05669254	72.21378876	80.73274844
EGR3	177.5414832	191.5019936	155.9759567	144.9395268	126.3741303	111.8586274
LRRC27	161.0003512	154.760332	154.6868992	97.33165305	136.4038232	118.6674134
MT-CO2	52277.69623	56823.76306	54449.78852	48393.93267	49597.83428	43405.03815
LRRC57	301.0486019	290.5931414	286.1707635	230.6336996	244.7245064	237.3348267
ZKSCAN3	59.54807511	56.78256786	72.18721963	83.5782673	85.25238951	104.0771576
AC009237.14	47.41791166	48.98888208	54.14041472	29.62267702	31.09204794	34.04393006
ZW10	319.7952182	376.3236851	329.9987183	415.775431	375.1105139	469.8062349
MTMR3	94.83582332	95.75099679	123.7495194	80.40440904	68.20191161	70.03322756
HSPB11	161.0003512	148.0800299	162.4212442	202.0689754	197.5849498	229.553357
PLA2G15	1110.461327	1121.177369	1227.182734	1061.126609	1070.168231	883.1968143
PREB	725.6043226	724.812778	760.5439211	863.2894445	819.4259086	872.4972934
CHAC2	25.36306903	16.70075525	21.91397739	27.50677152	39.11580225	45.71613466
NTAN1	544.754613	535.5375518	524.6463998	597.7433041	614.8201738	644.8893038
DENND4C	522.6997704	503.249425	506.5995949	447.5140135	439.3005483	428.9535188
AC104794.2	44.10968526	32.28812682	34.80455232	19.04314951	18.05344719	22.37172547
UBL7	721.1933541	741.5135333	715.4269088	873.868972	772.2863521	855.9616702
AC092171.5	24.2603269	14.47398789	14.17963243	8.463622005	7.020785019	6.808786013
NOX4	37.49323248	26.72120841	20.62491989	38.08629902	64.19003446	44.74345094
PCED1B	143.3564771	183.7083078	161.1321867	128.0122828	133.3949154	88.51421817
MPHOSPH9	226.062137	238.2641083	265.5458436	283.5313372	280.8314007	361.8383424
RNF5	301.0486019	312.8608151	340.3111782	362.8777934	350.0362816	466.8881837
DCTN1	5599.724544	5710.544913	5805.91495	5409.312414	5312.728321	4842.992223
BTBD8	86.01388627	85.73054364	99.25742699	59.24535403	61.18112659	43.77076723
AC090877.2	474.1791166	397.477975	399.6078229	371.3414155	366.0837903	225.6626221
NPIPP1	81.60291774	110.2249847	88.94496704	70.88283429	58.17221873	58.36102297
PRELID1	1719.174983	1436.264952	1764.719708	2017.515895	1926.704003	1897.70593
ULK3	263.5553695	244.9444104	278.4364186	305.7483449	332.9858037	306.3953706
HEXA	718.9878698	822.7905422	773.434496	613.6125953	699.069594	571.9380251
CARD10	133.4317979	123.5855889	154.6868992	82.52031455	127.3770996	88.51421817
ETNK1	756.4811023	768.2347417	657.4193216	615.7285008	632.873621	628.3536806
SLC9A3	24.2603269	32.28812682	43.82795477	20.10110226	24.07126292	6.808786013
PQLC2L	35.28774821	31.17474314	28.35926485	44.43401552	50.14846442	63.22444155
GEMIN2	77.19194921	62.34948628	59.29664469	101.5634641	86.2553588	106.9952088
SLC20A1	5375.867892	5602.546696	5600.954808	5117.317455	5015.849411	3980.221766
THOC1	262.4526273	257.1916309	266.8349011	294.1108647	301.8937558	370.5924958
BABAM2	353.9802243	377.4370687	359.6470406	300.4585812	316.9382951	276.2421754
IGFBP6	10155.15229	9365.783546	10059.80468	9230.637749	8672.675437	6422.630578
PAPPA2	38.59597461	51.21564944	39.96078229	28.56472427	14.04157004	24.3170929
TNFAIP3	376.0350669	454.2605429	380.2719605	352.2982659	312.926418	242.1982453
RNF113A	185.2606781	179.2547731	181.7571066	125.8963773	133.3949154	157.574762
MMP14	22953.57747	21781.125	22737.68512	21399.21029	20336.20529	18968.30515
TPMT	499.5421856	538.8777029	514.3339398	613.6125953	571.6924944	637.1078341
MTFR1	460.946211	491.0022045	461.4825826	521.570706	535.5856	684.7693362
PRSS23	4033.830717	4160.714826	4234.553866	3790.644705	3716.001213	2556.212806
MT2P1	78.29469135	79.05024153	65.74193216	49.72377928	43.1276794	48.63418581
ZNF764	91.52759692	61.2361026	88.94496704	115.3168498	101.2998981	122.5581482
DOCK4	114.6851817	115.7919031	96.679312	70.88283429	80.23754307	82.67811587
TKFC	544.754613	440.8999387	434.4123752	433.7606277	379.122391	373.510547
DNAJC4	497.3367014	480.9817513	529.8026298	462.325352	433.2827326	381.2920167
MFAP4	921.892422	878.4597263	881.7153254	801.9281849	764.2625978	708.1137453
CAB39L	291.1239227	273.8923862	279.7254761	216.8803139	256.7601378	204.2635804
TMEM59	4170.570742	4255.352439	4270.647475	3766.311792	3955.710873	3212.774314
PHB	1529.503337	1569.870994	1647.415476	1751.969755	1776.25861	1765.420945
EIF2B1	911.9677429	905.1809348	840.4654856	955.3313338	985.9188105	1068.979404
SP1	1386.146859	1238.082656	1242.651424	1038.909601	1136.364204	1234.335636
DICER1	1127.002459	1180.186705	1040.269397	1038.909601	944.7970697	928.9129489
GGA1	1066.351641	1058.827883	1049.2928	955.3313338	898.6604824	917.2407443
HMGCL	795.0770769	817.2236237	814.6843358	758.5521222	677.0042697	589.446332
CAPZB	6220.568364	6433.130924	6655.403838	6911.60532	7117.07007	6808.786013
DAD1	2337.813319	2118.76915	2266.163073	2553.89794	2822.355578	2286.779417
SQOR	100.349534	109.111601	99.25742699	72.99873979	76.22566592	67.11517641
MRPL50	234.884074	220.4499693	252.6552687	268.7199986	308.9145408	287.91438
ZNF219	521.5970283	413.0653466	458.9044676	372.3993682	391.1580225	283.0509614
BORCS7	304.3568283	364.0764645	366.0923281	279.2995262	277.8224929	268.4607057
CCDC91	431.1721735	449.8070082	433.1233178	356.5300769	352.0422202	358.9202913
LRRFIP1	2774.499203	3018.383166	2982.87904	3191.843448	3166.374043	3437.464253
GTF2IRD1	273.4800486	244.9444104	244.9209237	322.6755889	291.8640629	341.4119844
MORC2	936.2280697	976.4374905	952.6134876	872.8110192	875.5921888	810.2455355
ZCRB1	641.7959206	647.9893038	672.8880115	761.7259804	717.1230412	776.2016055
TMX1	1028.858409	1057.714499	1045.425627	1138.35716	1149.402804	1340.358161
SLC29A3	93.73308119	83.50377627	86.36685205	58.18740128	66.19597303	63.22444155
MT-TN	588.8642983	675.8238959	470.5059851	478.1946433	531.5737228	329.7397798
GPR68	157.6921248	139.1729604	123.7495194	181.9678731	192.5701034	163.4108643
AC034236.1	208.4182629	202.6358304	193.358624	283.5313372	297.8818787	212.0450501
AGPAT2	682.5973795	566.7122949	696.0910464	715.1760594	717.1230412	864.7158236
MOV10	586.658814	546.6713886	608.4351368	639.0034613	691.0458397	704.2230105
SLC37A2	69.47275429	46.76211471	68.32004715	48.66582653	34.10095581	30.1531952
TIMP1	21089.94327	20437.2709	20066.758	18010.58763	17866.8949	12989.21835
NISCH	2705.026449	2495.092835	2525.263629	2364.524398	2376.034244	2138.931492
DIAPH2	605.4054303	619.0413281	567.1852971	483.484407	522.5469993	518.4404207
SMG1P7	67.26727003	79.05024153	92.81213952	47.60787378	55.16331086	56.41565554
PURA	1347.550885	1314.90613	1224.604619	1134.125349	1180.494852	1151.65752
TOP3A	382.6515197	400.8181261	421.5218003	463.3833048	416.2322547	613.7634249
RABGGTA	477.487343	427.5393345	538.8260322	425.2970057	415.2292854	348.2207704
EDF1	3904.809888	3938.038089	4024.437494	3611.85069	3644.790394	3367.431025
SNHG19	80.50017561	73.48332312	90.23402453	150.2292906	124.3681918	117.6947297
PSMD6	1153.46827	1225.835436	1213.003101	1393.323773	1399.142157	1298.532761
PSME4	1475.468972	1681.209362	1626.790557	1756.201566	1676.96465	1916.186921
INPP4B	559.0902607	609.0208749	567.1852971	461.2673993	512.5173064	519.4131044
LIG4	271.2745644	315.0875825	281.0145335	249.6768491	221.6562127	238.3075105
S100A2	43.00694313	36.74166156	25.78114987	49.72377928	59.17518802	61.27907412
PAQR5	266.8635959	237.1507246	287.459821	222.1700776	224.6651206	187.7279572
TRIM7	30.87677969	26.72120841	38.6717248	37.02834627	58.17221873	69.06054385
POGZ	773.0222343	825.0173095	886.8715554	699.3067681	699.069594	733.403522
PARP6	439.9941105	470.9612982	466.6388126	377.689132	391.1580225	411.4452119
TMEM56	3.308226395	4.453534734	5.156229973	7.405669254	17.0504779	15.56293946
KMT5A	1117.077779	1019.859454	1098.276984	1173.2696	1182.500791	1295.61471
GPR137B	380.4460354	326.2214193	326.1315458	242.2711799	344.0184659	210.0996827
XYLT2	1104.947616	1076.642022	1169.175146	1067.474325	963.8534861	910.4319583
AKR1C1	237.0895583	307.2938967	259.1005562	232.7496051	191.5671341	219.8265198
RCHY1	205.1100365	232.6971899	206.2491989	168.2144873	169.5018097	174.1103852
ZNF768	584.4533298	567.8256786	571.0524695	480.3105488	512.5173064	464.9428163
ATP2A3	25.36306903	25.60782472	19.3358624	35.97039352	39.11580225	44.74345094
SH3BP2	851.3169256	761.5544396	819.8405658	695.0749571	702.0785019	726.594736
SOCS2	484.1037958	548.898156	516.9120548	432.702675	464.3747805	416.3086305
HLA-C	5056.072673	4720.746818	4969.316637	4602.094465	4589.587464	3988.003236
RNF111	785.1523977	773.8016601	745.0752311	643.2352724	699.069594	650.7254061
C1orf174	299.9458598	303.9537456	336.4440058	359.7039352	403.1936539	414.3632631
YTHDF2	1469.955261	1454.079091	1483.705175	1273.775112	1336.958061	1393.855765
TBC1D23	1337.626206	1419.564197	1280.034091	1193.370703	1216.601747	1169.165827
CREB3	1592.359638	1473.006613	1510.775382	1797.461723	1792.306118	1579.638355
SIDT2	1579.126732	1368.348547	1531.400302	1344.657946	1391.118403	1125.39506
TIMM9	168.7195461	180.3681567	184.3352215	213.7064556	218.6473049	236.362143
NLRP1	1336.523464	1368.348547	1332.885448	1262.137631	1225.62847	1058.279883
MAPKAP1	2269.443307	2335.878968	2275.186476	2577.1729	2488.366804	2548.431336
RCC1L	1151.262785	1120.063986	1218.159331	1330.90456	1270.762088	1306.314231
TCTN2	137.8427665	125.8123562	130.1948068	157.6349598	179.5315026	185.7825898
QTRT2	264.6581116	271.6656188	299.0613385	322.6755889	317.9412644	371.5651796
TRHDE-AS1	72.78098069	74.5967068	61.87475968	100.5055113	99.29395955	106.0225251
PDZD11	844.7004728	828.3574606	815.9733933	917.2450348	986.9217798	943.5032047
AP1AR	423.4529785	410.8385792	390.5844205	342.7766912	340.0065888	356.0022401
EXOC7	1855.915008	1819.268939	1849.797503	1670.507393	1746.169531	1490.151453
TMEM41A	339.6445765	419.7456487	417.6546278	334.3130692	274.813585	357.9476075
TOR1B	1454.516872	1494.160903	1504.330095	1391.207867	1362.032294	1262.543464
PKD1P1	90.42485479	63.46286996	54.14041472	29.62267702	40.11877154	38.90734865
WDR60	226.062137	249.3979451	244.9209237	188.3155896	196.5819805	189.6733246
SETD7	4030.522491	4079.437817	4023.148437	3668.980139	3850.399098	3311.988053
LRP6	989.1596921	1066.621569	938.4338551	886.564405	897.6575131	861.7977725
NDFIP2	1834.962907	1940.62776	1854.953733	1649.348338	1710.062637	1448.326053
FBXO17	510.5696069	475.4148329	534.9588597	559.6570051	580.719218	666.2883456
MRM1	106.9659868	95.75099679	126.3276343	171.3883456	123.3652225	144.9298737
KRT7	811.6182089	865.0991221	848.1998306	761.7259804	763.2596285	520.3857881
GOLM1	1429.153803	1413.997278	1394.760208	1521.336055	1573.658813	1589.365192
RBMS3	532.6244496	544.4446213	509.1777099	420.007242	415.2292854	477.5877046
KIAA1191	2086.388113	2064.213349	2168.194704	1978.371644	1928.709942	1767.366312
LIMS2	605.4054303	543.3312376	629.0600567	562.8308633	504.4935521	362.8110261
CRMP1	372.7268405	419.7456487	412.4983979	357.5880297	352.0422202	276.2421754
DNMT3B	28.67129542	31.17474314	38.6717248	45.49196827	55.16331086	61.27907412
YEATS2	1236.17393	1327.153351	1138.237767	1049.489129	1111.289972	1114.695539
FARP2	557.9875186	630.1751649	562.0290671	682.3795241	683.0220854	835.5353122
PLCL1	86.01388627	113.5651357	82.49967957	71.94078704	61.18112659	57.38833925
TGFB1	5905.184115	5385.436877	6046.968701	6741.274927	6565.436962	6134.716198
C17orf97	19.84935837	17.81413894	18.04680491	33.85448802	35.10392509	30.1531952
SUN1	1906.641146	1880.505042	1795.657088	1621.841567	1623.807278	1724.568229
PILRB	45.2124274	32.28812682	48.98418475	67.70897604	63.18706517	71.00591128
ZDHHC12	325.3089288	310.6340477	336.4440058	476.0787378	410.214439	410.4725282
URB2	183.0551938	215.9964346	204.9601414	253.9086601	255.7571685	292.7777986
MXRA8	20833.00435	18613.54842	21037.41829	19017.75864	17892.9721	15618.38243
RMND5B	414.6310415	415.292114	373.8266731	349.1244077	318.9442337	352.1115052
MEX3C	968.2075916	998.7051642	987.4180399	888.6803105	855.532803	874.4426608
OGDH	3077.753289	3027.290236	3330.924563	2961.209749	2923.655476	2763.394438
RC3H2	1177.728597	1278.164469	1277.455976	1086.517475	1110.287002	1124.422376
SPTSSA	535.932676	553.3516907	489.8418475	594.5694458	614.8201738	654.616141
PLD2	620.8438201	601.2271891	644.5287467	490.8900763	569.6865558	522.3311556
DLX2	303.2540862	291.7065251	306.7956834	408.3697617	357.0570667	390.0461702
C2orf27A	62.8563015	56.78256786	50.27324224	41.26015727	34.10095581	29.18051148
GAN	190.7743888	215.9964346	189.4914515	137.5338576	176.5225948	154.6567109
TRAPPC2L	587.7615562	514.3832618	583.9430445	609.3807843	697.0636554	672.1244479
OAT	2250.696691	2345.899421	2233.936636	2442.812901	2553.559808	2412.255616
PSTPIP2	336.3363501	398.5913587	311.9519134	275.0677152	302.8967251	227.6079896
NDUFAF4	215.0347157	197.068912	208.8273139	225.3439359	266.7898307	276.2421754
GALNT3	30.87677969	27.83459209	25.78114987	20.10110226	13.03860075	9.726837161
STX16	1299.030231	1405.090209	1434.72099	1229.341096	1214.595808	1222.663431
LYN	101.4522761	123.5855889	87.65590955	126.9543301	131.3889768	179.9464875
ZXDA	69.47275429	75.71009048	79.92156459	48.66582653	49.14549513	57.38833925
METTL26	675.9809267	620.1547118	580.075872	700.3647209	753.2299356	712.9771639
PIKFYVE	778.5359449	819.4503911	826.2858532	651.6988944	624.8498667	780.0923403
SIAE	496.2339592	459.8274613	456.3263526	417.8913365	398.1788075	351.1388215
AL021807.1	14.33564771	17.81413894	18.04680491	10.57952751	8.023754307	4.863418581
FHOD3	460.946211	450.9203918	411.2093404	496.17984	522.5469993	532.0579927
RCBTB1	710.1659328	625.7216302	632.9272292	579.7581073	567.6806172	559.2931368
CMC1	136.7400243	141.3997278	141.7963243	167.1565346	158.4691476	219.8265198
RBBP7	1314.468621	1418.450813	1477.259887	1564.712118	1520.501441	1789.738038
EEF1A1P13	80.50017561	61.2361026	48.98418475	42.31811002	35.10392509	38.90734865
MTHFD2L	50.72613805	45.64873103	38.6717248	61.36125953	66.19597303	80.73274844
ATP6V1E1	2165.785547	2322.518364	2169.483761	1978.371644	2025.997963	1862.689316
CMBL	691.4193165	695.8648022	632.9272292	549.0774775	624.8498667	525.2492067
TBC1D7	199.5963258	212.6562836	213.9835439	217.9382666	293.8700015	267.4880219
AARS2	602.0972039	566.7122949	580.075872	486.6582653	519.5380914	497.0413789
PYCARD	81.60291774	61.2361026	78.63250709	116.3748026	84.24942022	116.7220459
ENO1	26264.00935	25673.51436	26338.0227	28253.68616	27522.48024	31600.54857
PSPC1	563.5012293	563.3721439	551.7166071	573.4103908	683.0220854	711.0317965
GIPC2	31.97952182	59.00933523	59.29664469	60.30330678	76.22566592	91.43226932
TGFA	24.2603269	27.83459209	29.64832235	50.78173203	35.10392509	51.55223696
HIPK1	1199.783439	1159.032415	1140.815882	973.3165305	1007.984135	1126.367743
ITPRIPL1	5.513710658	6.680302101	14.17963243	26.44881876	14.04157004	30.1531952
HNRNPA0	2772.293719	2671.007457	2890.0669	3017.281245	2974.806909	3334.359779
TMEM94	879.988221	818.3370074	742.4971162	720.4658231	690.0428704	732.4308383
USF2	1683.887235	1701.250269	1763.430651	1656.754007	1527.522226	1473.61583
