Gene	CTRL_1	CTRL_2	CTRL_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
PLD1	52.28268372	24.90745102	47.07301115	27.50677152	22.06532434	20.42635804
KLHL24	358.8027314	255.7803624	257.8317202	212.6485029	245.7274757	169.2469666
AF127577.4	58.43358768	47.89894427	63.12062859	38.08629902	22.06532434	35.9892975
TRA2A	918.5349924	1011.625703	1025.977675	1119.31401	1125.331542	1184.728766
PPP1R3G	67.65994363	51.73085982	57.77142278	24.33291326	36.10689438	33.07124635
DCBLD2	11222.32429	9825.031449	9716.297439	13415.89883	13149.93034	10580.85346
PCSK5	19.47786256	25.86542991	14.97777628	40.20220452	42.12471011	36.96198121
COL10A1	21.52816388	26.82340879	21.39682325	40.20220452	42.12471011	47.66150209
MCC	240.9104054	215.5452492	207.5491855	309.9801559	304.9026637	237.3348267
BACH1	766.8126945	600.6527612	653.6729503	562.8308633	575.7043715	560.2658205
PKD1	6485.103082	4895.272105	4804.656661	4571.413835	4510.35289	3855.718251
PER3	356.7524301	315.1750533	318.8126664	256.0245656	225.6680899	301.531952
ABHD2	1808.365766	1503.068871	1573.73635	2075.703297	1987.88513	1703.169187
CBX2	22.55331454	23.94947214	12.83809395	33.85448802	39.11580225	68.08786013
ARNTL2	521.8016865	599.6947823	558.4570869	676.0318076	656.9448839	856.9343539
MEMO1P1	22.55331454	41.19309208	63.12062859	16.92724401	16.04750861	10.69952088
MOSPD2	881.6295686	802.786306	886.8983238	735.2771617	759.2477513	670.1790804
C12orf75	10497.54277	12273.62548	12275.3575	12879.51679	12977.41962	15056.17124
NPTN	2830.440975	3000.389869	3068.304454	3230.9877	3295.757082	3344.086616
USO1	2066.703733	1997.385976	1855.104576	2297.873374	2288.775916	2152.549064
RPL21P16	391.6075525	490.4851894	498.5459818	566.0047216	539.5974772	551.5116671
AKAP12	382.3811966	429.1745407	427.936465	455.9776355	506.4994906	711.0317965
RRP12	845.7492954	790.3325805	780.9840487	1010.344877	927.7465918	894.8690188
HAGH	380.3308953	426.300604	455.7523353	371.3414155	363.0748824	295.6958497
SWAP70	1563.354758	1399.607152	1536.291909	1250.500151	1385.100587	1304.368863
GALNT10	5406.644587	5691.352559	5385.580412	6200.661071	6132.154229	5596.822103
GLIS2	649.9455191	614.0644656	579.8539101	549.0774775	501.4846442	394.9095888
CRAT	1866.799354	1730.109867	1795.193471	1647.232433	1594.721169	1461.943625
LPIN1	828.3217342	746.2655518	714.6538966	649.5829889	635.8825288	583.6102297
LINC00346	61.50903967	75.68033195	73.81904022	34.91244077	44.13064869	49.60686952
FBLIM1	2354.771069	2328.846671	2360.069605	2746.44534	2526.479637	2705.033415
IDS	1256.834711	1166.818283	1021.69831	1395.439678	1462.329222	1188.619501
MARCKS	6124.250049	7135.026739	7182.913566	7725.170985	7612.536899	7596.659823
TAF13	820.1205289	870.8028069	905.0856235	1005.055113	1026.037582	1000.891544
PLPP4	314.721253	380.3176175	363.7459953	462.325352	443.3124255	397.8276399
LTBP1	10724.10107	8943.690875	8804.792768	11972.85128	11943.35829	9879.548505
PXN	5003.760377	5146.262573	5147.005833	5910.782017	5631.672554	5654.210442
FKBP9P1	38.95572512	31.61330322	31.02539371	17.98519676	18.05344719	19.45367432
COQ8B	239.8852547	275.897919	226.8063265	173.5042511	190.5641648	214.9631013
ASCC2	1156.369946	1337.338524	1209.990355	1409.193064	1409.17185	1368.565989
SMG1P3	60.48388901	46.94096539	82.37776952	31.73858252	42.12471011	37.93466493
HEBP1	935.9625536	971.3905899	993.88244	864.3473972	824.4407551	732.4308383
NCOA6	997.4715933	1005.87783	890.1078473	820.9713344	851.5209258	810.2455355
CASP4	554.6065077	502.9389149	495.3364583	469.7310213	408.2085004	394.9095888
IFITM10	52.28268372	51.73085982	55.63174045	95.21574755	85.25238951	67.11517641
FTH1P23	75.86114892	47.89894427	41.72380534	33.85448802	25.07423221	38.90734865
VEGFA	1781.711849	1081.558162	1151.149091	1052.662987	943.7941004	698.3869082
HLA-B	1522.348732	1346.918313	1426.09827	1721.289125	1635.842909	1698.305768
GPC2	18.4527119	19.15957771	16.04761744	37.02834627	29.08610936	52.52492067
KCNIP3	210.1558855	170.5202416	166.8952214	222.1700776	231.6859056	254.8431336
METTL7B	67.65994363	98.6718252	73.81904022	155.5190543	139.4127311	86.56885074
SLC35E2B	1337.821613	1113.171465	1068.771321	956.3892865	1051.111814	1013.536432
CLEC14A	59.45873834	74.72235307	81.30792836	42.31811002	39.11580225	35.9892975
TESK1	1027.200962	1039.407091	1044.164975	952.1574755	927.7465918	847.2075168
BRD4	1791.963356	1627.606126	1629.368091	1494.887237	1479.3797	1490.151453
OSTM1	958.5158681	929.2395189	932.9014938	1090.749286	1125.331542	1054.389148
IGFBP2	17.42756124	13.4117044	13.90793511	25.39086601	31.09204794	33.07124635
FAM3C2	64.58449165	59.3946909	69.53967557	158.6929126	88.26129738	73.92396243
STARD10	121.9929287	117.8314029	125.171416	179.8519676	148.4394547	163.4108643
ID1	4553.719237	7229.866649	6894.056452	7954.746732	7688.762565	8749.290027
LINC02407	26.65391719	45.9829865	28.88571139	65.59307054	61.18112659	52.52492067
DPF3	171.2001604	181.0580094	142.2888746	123.7804718	129.3830382	114.7766785
DIRAS1	934.9374029	891.8783424	845.1745184	1107.67653	1011.996012	1003.809595
WBP2	1043.603373	983.8443154	938.2506996	891.8541687	856.5357723	760.638666
SLC20A2	1878.076011	1746.395508	1692.488719	2042.906761	2049.066256	1867.552735
SYNPO	532.0531931	503.8968938	478.2189997	692.9590516	677.0042697	536.9214113
EMX2OS	1350.123421	1181.187966	1029.187198	1025.156215	1032.055398	955.1754092
RRM2B	1445.462432	1262.616171	1310.555424	1743.506133	1727.113115	1467.779728
PHF21A	541.2795491	468.451675	443.9840825	428.470864	409.2114697	365.7290773
RTTN	199.9043789	248.1165313	190.4317269	257.0825184	251.7452914	363.7837098
RNF10	2718.699553	2613.3664	2797.63464	2520.043452	2536.50933	2348.058491
HSPA4	3204.620967	3034.877109	3145.333018	3342.072739	3493.342031	3484.153071
SPP1	27.67906785	27.78138768	25.6761879	11.63748026	11.03266217	9.726837161
XPNPEP1	799.6175157	915.8278145	849.4538831	987.0699163	984.9158412	954.2027255
SP100	1271.18682	1032.701239	1075.190368	991.3017273	968.8683326	947.3939395
ZC3HAV1	969.7925254	997.2560198	953.2284759	843.1883422	863.5565573	890.978284
PCGF5	1027.200962	944.5671811	890.1078473	814.6236179	800.3694921	857.9070376
KCNC4	1076.408194	1197.473607	1058.07291	1521.336055	1363.035263	1139.012632
FRMD3	57.40843702	52.6888387	65.26031092	82.52031455	102.3028674	137.148404
ENDOD1	1173.797507	1270.280002	1266.691936	1372.164717	1400.145127	1377.320142
NFATC4	1986.741981	1431.220455	1411.120493	1392.26582	1345.984785	1132.203846
ARVCF	114.816874	86.21809969	82.37776952	142.8236213	136.4038232	121.5854645
EMC1	2086.181595	2069.234393	2038.047415	2260.845028	2260.692776	2272.189161
GATA6	213.2313375	121.6633185	123.0317337	111.0850388	108.3206831	93.37763675
HECA	645.8449165	534.5522181	542.4094694	483.484407	425.2589783	509.6862673
PM20D2	48.18208107	84.30214192	64.19046975	104.7373223	80.23754307	172.1650178
PDIA4	3210.771871	4235.224653	4152.053552	4404.257301	4488.287566	5350.733122
PARP14	395.7081552	330.5027155	329.5110781	266.6040931	300.8907865	279.1602265
PSD4	98.41446347	124.5372551	103.7745928	168.2144873	155.4602397	130.339618
LINC00707	63.55934099	53.64681759	63.12062859	26.44881876	34.10095581	36.96198121
CNPPD1	1026.175812	970.432611	945.7395877	908.7814127	824.4407551	781.0650241
LINC01085	59.45873834	72.8063953	54.56189929	42.31811002	34.10095581	33.07124635
ARFGAP1	2411.154355	2528.106279	2582.596566	2941.108647	2821.352608	2644.727024
RHBDF2	328.0482116	342.956441	317.7428253	414.7174782	420.2441318	367.6744447
SCN2A	5.125753306	3.831915542	3.209523488	6.347716503	14.04157004	22.37172547
CISD3	711.4545588	794.1644961	872.9903887	648.5250361	657.9478532	708.1137453
PRKDC	5793.126386	5856.124927	5275.386773	6000.708001	6382.896551	7487.719247
CD274	132.2444353	147.5287484	150.8476039	176.6781093	172.5107176	269.4333894
THEM6	153.7725992	174.3521572	171.174586	124.8384246	116.3444375	126.4488831
CCDC90B	676.5994363	760.6352351	757.4475431	882.332594	890.6367281	787.8738101
GAB2	444.9153869	342.956441	329.5110781	269.7779514	339.0036195	281.105594
PACS1	4375.343022	4132.720912	3959.482143	3874.222973	3786.209064	3334.359779
HERPUD1	2190.746963	2189.939732	2157.869625	2604.679672	2718.046772	2148.658329
PLXNA2	1031.301565	1007.793788	973.5554579	1272.717159	1121.319664	1113.722855
ENDOV	284.9918838	275.897919	285.6475904	206.3007864	240.7126292	221.7718873
LGALS8	515.6507825	528.8043448	493.1967759	454.9196827	440.3035176	399.7730073
DCLK1	29.72936917	30.65532434	40.65396418	44.43401552	60.1781573	61.27907412
WNT2B	67.65994363	76.63831084	54.56189929	42.31811002	44.13064869	33.07124635
RIMS1	323.9476089	261.5282357	226.8063265	221.1121249	220.6532434	168.2742829
PEAK1	2974.987219	2509.90468	2537.663238	2329.611957	2445.239125	2160.330534
UBA52	6445.122206	7224.118775	7413.999257	8125.077124	7741.919937	7425.467489
CCDC92	1770.435192	1646.765704	1728.863319	1984.71936	1924.698064	1825.727335
LUM	2541.348489	2334.594544	2292.669611	1856.707077	2200.514619	1846.153693
CXCL1	26.65391719	29.69734545	32.09523488	14.81133851	11.03266217	17.50830689
VIRMA	1646.391962	1627.606126	1636.856979	1853.533219	1775.25564	1837.39954
ZFYVE28	216.3067895	184.8899249	235.3650558	178.7940148	143.4246082	171.192334
CD81	9940.885961	9594.158538	8995.224495	11159.28561	11266.35402	9748.236203
PLK3	732.9827227	596.8208457	613.0189862	835.782673	847.5090487	664.3429781
FAXDC2	126.0935313	117.8314029	95.21586347	94.1577948	87.25832809	61.27907412
IL6	45.10662909	26.82340879	33.16507604	15.86929126	26.0772015	19.45367432
ARMCX1	744.25938	674.4171354	715.7237378	631.5977921	616.8261124	568.0472902
LINC01963	89.18810752	82.38618415	95.21586347	115.3168498	115.3414682	150.765976
NCSTN	2286.085974	2310.645072	2197.453748	2612.085341	2821.352608	2389.883891
P4HB	15988.24971	16397.72458	16162.09044	17678.39046	17904.00477	16973.33085
SIX4	277.8158292	235.6628058	218.2475972	311.0381087	274.813585	340.4393006
CDV3	3114.407708	3237.968633	3360.371092	3456.331636	3574.582544	3705.924958
ZNF469	447.9908389	486.6532738	440.774559	410.4856672	314.9323566	345.3027192
CHST15	147.6216952	126.4532129	118.752369	85.6941728	101.2998981	81.70543216
DERL2	723.7563667	926.3655823	856.9427712	959.5631448	1025.034613	930.8583163
GPX1	4518.864114	4883.776358	5365.25343	6153.053197	5932.563341	5352.67849
RGS4	1048.729126	1141.910831	1181.104643	1370.048812	1384.097618	1158.466306
DUSP8P5	26.65391719	32.57128211	33.16507604	14.81133851	12.03563146	16.53562317
RB1CC1	1515.172677	1247.288509	1334.09193	1124.603774	1176.482975	1230.444901
OTUD7B	631.4928072	654.2995788	646.1840622	754.3203112	778.3041678	724.6493685
PIP4K2A	817.0450769	841.1054615	916.8538763	703.5385791	689.0399011	803.4367495
KLHL25	104.5653674	138.9069384	113.4031632	172.4462983	140.4157004	174.1103852
SMIM10	90.21325818	105.3776774	132.6603042	66.65102329	67.19894232	74.89664614
CHMP3	1603.335634	1454.211948	1398.282399	1722.347078	1781.273456	1588.392508
TLDC1	1431.110323	1567.253457	1496.707786	1713.883456	1737.142807	1580.611039
SCCPDH	656.0964231	793.2065172	756.3777019	594.5694458	642.9033139	662.3976107
PITX2	147.6216952	172.4361994	169.0349037	205.2428336	201.596827	308.340738
RGMB	3384.022332	3193.901604	2973.088591	2890.326915	2807.311038	2596.092838
RAD23A	1919.082038	1972.478525	1961.018851	1804.867392	1772.246733	1612.709601
H1FX	1359.349777	1338.296503	1450.704616	1156.342356	1006.981166	1316.041068
PITX1	74.83599826	74.72235307	77.02856371	45.49196827	58.17221873	38.90734865
COX4I1	3215.897624	3548.353792	3731.605975	4051.959035	3699.953705	3895.598283
MSMO1	578.1849729	731.8958685	685.7681852	783.9429882	768.2744749	799.5460147
ERBIN	3233.325185	3000.389869	2918.526692	2670.272742	2676.925031	2790.629582
ATP11B	996.4464426	988.6342098	977.8348226	841.0724367	847.5090487	913.3500095
PHLDB2	729.9072707	738.6017207	762.7967489	829.4349565	842.4942022	929.8856326
SHLD3	23.57846521	35.44521876	41.72380534	19.04314951	17.0504779	14.59025574
BTBD3	784.2402557	712.7362908	759.5872254	641.1193668	622.8439281	690.6054385
RPL27A	8307.820958	9862.392626	9848.957743	10711.7716	10685.6348	10109.10186
CAMKK1	270.6397745	294.0995178	293.1364785	251.7927546	218.6473049	212.0450501
STXBP5-AS1	58.43358768	77.59628972	57.77142278	125.8963773	106.3147446	75.86932986
PWWP2B	283.9667331	234.7048269	246.0634674	168.2144873	191.5671341	195.5094269
RPSAP58	574.0843702	578.6192468	533.8507401	648.5250361	639.894406	698.3869082
LINC01705	44.08147843	78.55426861	72.74919906	47.60787378	31.09204794	33.07124635
NR3C1	2554.675447	2559.719582	2484.17118	2232.280304	2245.648237	2371.4029
FAS	1159.445398	1084.432098	1111.564968	1365.817001	1396.133249	1121.504325
EIF3C	768.8629958	764.4671506	433.2856708	244.3870854	514.5232449	285.9690125
MCTP2	109.6911207	91.96597301	82.37776952	56.07149578	77.22863521	44.74345094
