Gene	CTRL_1	CTRL_2	CTRL_3	Eto_1	Eto_2	Eto_3
PDIA5	451.0662909	596.8208457	511.3840757	372.7268405	409.7251956	427.9670878
TRAM1	7310.349364	7431.042215	7397.951639	8251.819371	8490.663971	8315.709889
ATP2B1	1635.115304	1545.219942	1465.682393	1826.14097	1790.320963	1655.149821
RAP1GAP2	10.25150661	4.789894427	7.488888138	14.33564771	20.0409063	21.91397739
BX470102.2	86.11265553	86.21809969	110.1936397	115.7879238	152.5335647	150.8197267
HMGN2P5	30.75451983	33.52926099	46.00316999	20.9521005	17.81413894	18.04680491
KDM2B	465.4184001	437.7963507	429.0063062	310.9732811	377.4370687	391.873478
NLGN4Y	340.3500195	274.9399401	251.4126732	406.9118466	387.4575219	345.4674082
CD55	418.2614697	412.8888996	418.3078946	503.9531542	478.7549839	527.2245148
MR1	853.9505007	720.4001219	757.4475431	910.8650007	1055.487732	1064.761489
DCPS	164.0241058	200.2175871	220.3872795	109.171471	139.1729604	170.1555891
FAM50A	2251.230852	2211.015268	2337.60294	2471.245117	2563.00924	2580.693102
STAU2	434.6638803	463.6617806	482.4983643	527.1107389	544.4446213	565.8962396
GGT7	433.6387296	387.0234697	401.190436	528.213481	466.5077634	523.3573423
VARS2	385.4566486	404.2670897	412.9586888	358.3911928	286.1396067	301.6394534
LINC00680	121.9929287	103.4617196	119.8222102	181.9524517	138.0595768	162.4212442
ARL4C	273.7152265	273.0239824	261.0412437	355.0829664	344.0355582	304.2175684
POLR3K	192.7283243	192.553756	172.2444272	132.3290558	135.8328094	131.4838643
SLC22A18	279.8661305	256.7383413	244.9936262	374.9323248	315.0875825	408.6312254
TGFBRAP1	488.9968653	507.7288093	451.4729706	588.8642983	565.5989113	564.6071821
CCDC174	259.3631173	231.8308903	236.4348969	284.50747	350.7158603	295.194166
LRRC2	102.5150661	55.56277536	60.98094627	114.6851817	99.09114784	131.4838643
EIF1B	577.1598222	550.8378592	555.2475634	645.104147	666.9168265	685.7785864
PRXL2B	503.3489746	514.4346615	577.7142278	457.6379846	386.3441382	400.8968804
DZIP1L	190.678023	203.0915237	198.9904562	132.3290558	146.9666462	152.1087842
CSTF2T	412.1105658	467.4936961	506.0348699	362.8021613	389.6842893	390.5844205
SSR2	2672.567774	3367.295782	3029.790172	2487.786249	2665.440538	2704.442621
CFL1	16613.59161	19680.71822	18600.25845	15952.26768	16081.71393	16538.60764
CHMP3	1603.335634	1454.211948	1398.282399	1665.140619	1752.465918	1705.423064
HOXA11	268.5894732	289.3096234	286.7174316	250.3224639	204.8625978	210.1163714
SFRP4	13.32695859	20.1175566	20.32698209	38.59597461	30.06135946	37.38266731
SSBP3	972.8679774	927.3235611	983.1840284	814.9264353	799.4094848	845.6217156
TBC1D7	258.3379666	280.6878134	264.2507672	199.5963258	212.6562836	213.9835439
PPP1R14A	104.5653674	99.62980409	119.8222102	178.6442253	136.9461931	144.3744393
SLC9A8	418.2614697	425.3426252	401.190436	479.6928273	488.7754371	537.5369747
AMZ1	84.06235421	97.71384632	81.30792836	132.3290558	134.7194257	128.9057493
WBP11	1165.596302	1206.095417	1195.012579	1009.00905	1059.941267	1023.51165
HSBP1	1939.585051	2270.409959	2348.301352	1894.510982	1931.720691	1888.469228
METTL9	3334.815101	3531.110172	3634.250429	3258.602999	3051.784677	3162.058031
KCTD9	1720.202809	1672.631134	1739.56173	1946.339862	1935.060842	1894.914515
TMEM184C	648.9203685	679.2070298	629.0666036	828.1593409	787.1622643	698.6691614
EXOC8	352.6518274	288.3516445	254.6221967	368.315872	384.1173708	368.6704431
COX7A2	1149.193891	1459.959821	1390.793511	1189.85876	1075.528638	1127.925307
XRN1	769.8881465	683.9969242	651.533268	851.3169256	879.57311	790.1922434
CASP8AP2	287.0421851	284.519729	290.9967962	220.5484263	241.6042593	199.8039115
MRPS18C	201.9546802	171.4782205	212.8983914	152.1784142	152.5335647	134.0619793
DCTN1	5434.323655	5038.968938	4928.758236	5599.724544	5710.544913	5805.91495
IFITM3	5713.164634	5521.790296	5338.507401	6926.323329	6455.398597	6731.45823
HNRNPLL	871.3780619	934.0294133	958.5776817	742.1454546	799.4094848	837.8873707
TANK	588.4364795	563.2915847	579.8539101	629.6657572	673.5971286	719.2940813
CYTH3	2562.876653	2401.653066	2439.237851	2750.238876	2719.996339	2824.324968
NMT1	2391.676492	2331.720607	2367.558493	2528.587708	2538.514799	2668.349011
QDPR	613.0400953	668.6692621	749.958655	575.6313927	556.6918418	549.1384922
HMGCL	640.7191632	676.3330931	664.371362	795.0770769	817.2236237	814.6843358
TMEM63A	632.5179579	600.6527612	616.2285096	732.2207754	743.7403006	688.3567014
DENND4B	775.0138998	740.5176785	685.7681852	646.2068891	600.1138054	611.0132518
PECR	76.88629958	102.5037407	104.8444339	68.37001216	63.46286996	50.27324224
KPNA3	1906.78023	1989.722145	2109.726773	1789.75048	1755.806069	1656.438879
KIAA0556	687.8760936	531.6782814	579.8539101	759.7893287	745.967068	711.5597363
RASA2	553.581357	473.2415694	491.0570936	625.2547886	668.0302101	550.4275496
NPEPPS	1436.236076	1345.960334	1482.799851	1562.585601	1676.755827	1576.517314
PITX1	74.83599826	74.72235307	77.02856371	37.49323248	55.66918418	45.11701227
CHST3	2482.914901	2441.888179	2425.329916	2714.951128	2706.635735	2793.387588
REV3L	865.227158	779.7948128	756.3777019	961.5911388	1074.415255	832.7311407
SATB2	589.4616301	521.1405137	489.9872525	607.6109145	632.4019323	657.4193216
SMG5	2557.750899	2410.274876	2300.1585	2696.204512	2652.079934	2672.216184
SPAG7	811.9193236	717.5261852	826.9872187	907.5567743	908.5210858	930.6995102
TSPAN2	38.95572512	48.85692316	49.21269348	22.05484263	31.17474314	24.49209237
ZRANB1	345.4757728	317.0910111	298.4856844	406.9118466	394.137824	382.8500755
OSBP	1308.092244	1158.196473	1248.504637	1408.201702	1468.553079	1426.986645
ACVR1B	591.5119315	503.8968938	412.9586888	648.4123734	584.5264339	662.5755516
RAB27B	65.60964231	64.18458533	56.70158162	99.24679185	90.18407837	92.81213952
TOR3A	557.6819596	621.7282967	622.6475566	497.3367014	514.3832618	498.8652499
TRIM46	118.9174767	92.92395189	145.4983981	79.39743348	75.71009048	83.78873707
ABLIM3	1105.112413	1026.953365	973.5554579	1242.790382	1233.629121	1139.526824
COPS7A	2051.326473	2120.965252	2068.002967	2238.566527	2344.786038	2295.811396
PTGFRN	420.3117711	432.0484774	403.3301183	498.4394435	533.3107844	514.3339398
LOX	41073.68639	38641.9943	37365.27244	46589.75232	46752.09426	45409.62832
STS	456.1920442	399.4771952	443.9840825	541.4463866	553.3516907	527.2245148
RASSF8-AS1	121.9929287	102.5037407	104.8444339	176.4387411	141.3997278	131.4838643
LMTK2	397.7584565	333.3766521	335.930125	414.6310415	413.0653466	501.4433649
AGL	312.6709516	322.8388844	317.7428253	405.8091044	386.3441382	366.0923281
SYBU	49.20723173	28.73936656	34.2349172	67.26727003	63.46286996	59.29664469
COL6A2	56298.19886	50485.48726	50404.49653	62866.22618	56581.04542	61246.98868
CUL4B	2139.48943	1828.781692	1834.777594	2251.799433	2403.795373	2205.577371
DKK1	16812.47084	19018.75481	19284.9568	21042.52536	22362.31128	21719.3297
NR2F1	418.2614697	407.1410263	392.6317067	523.8025125	502.1360413	505.3105374
ZNF37A	345.4757728	348.7043143	296.346002	447.7133054	413.0653466	371.2485581
APEX1	2278.90992	2504.156807	2495.939432	2153.655383	2112.088848	2235.225693
SGPL1	816.0199262	722.3160797	712.5142143	830.3648251	926.3352247	868.8247505
FBLN2	6829.553704	6472.10535	6848.053282	8072.072403	7597.730257	7708.56381
ATL3	3760.252625	3670.01711	3660.996458	4219.091396	4009.294645	4007.679747
SYVN1	770.9132972	714.6522486	673.9999324	861.2416048	793.8425664	916.5198778
RUVBL1	1054.88003	1261.658192	1258.133207	1063.043415	1000.931932	970.6602925
SIK3	889.8307738	677.291072	743.539608	986.9542078	949.7162821	910.0745903
XPOT	4627.530084	3932.503325	3873.89485	4689.962286	4802.023827	4507.834054
TMEM68	318.8218556	286.4356868	284.5777492	357.2884506	374.0969177	359.6470406
USP33	1315.268298	1323.92682	1200.361784	1428.05106	1556.51039	1425.697588
TMEM167B	1032.326716	1005.87783	941.4602231	1108.255842	1165.712717	1121.480019
CIRBP	2172.294251	2193.771648	2177.126766	2347.737998	2367.053711	2618.075769
HMGCR	493.097468	562.3336058	560.5967692	419.04201	474.3014492	429.2561453
SCML2	60.48388901	43.10904985	55.63174045	33.08226395	23.38105736	23.20303488
GAK	1785.812452	1604.614633	1797.333153	1864.736945	1965.122202	1976.125137
SRRM1	1372.676735	1365.119912	1468.891916	1181.036823	1138.991508	1256.831056
PSMG1	429.538127	483.7793372	506.0348699	372.7268405	383.0039872	362.2251556
SEPHS2	974.9182787	945.52516	985.3237107	1077.379063	1052.147581	1125.347192
HEXIM1	912.3840884	856.4331236	977.8348226	1061.940673	1034.333442	1126.636249
LSM7	696.0772989	891.8783424	876.1999122	644.0014049	710.3387901	667.7317815
PSG2	11.27665727	4.789894427	5.349205813	14.33564771	21.15428999	23.20303488
ARID4B	630.4676566	520.1825348	502.8253464	641.7959206	700.318337	632.9272292
SMO	196.8289269	251.9484469	237.5047381	161.0003512	150.3067973	141.7963243
HDHD5	340.3500195	367.863892	349.8380602	286.7129542	282.7994556	248.7880962
EYA3	438.764483	457.9139073	439.7047178	377.137809	345.1489419	366.0923281
PIK3CB	380.3308953	389.8974064	331.6507604	284.50747	281.6860719	309.3737984
ZNF292	392.6327032	330.5027155	322.0221899	411.3228151	469.8479145	429.2561453
GTPBP3	231.6840494	253.8644047	265.3206083	190.7743888	198.1822957	201.092969
PARD3B	282.9415825	215.5452492	218.2475972	344.0555451	352.9426277	322.2643733
CNOT7	1494.669664	1659.21943	1603.691903	1332.112495	1398.409907	1292.924666
RPP30	385.4566486	426.300604	457.8920176	367.2131298	344.0355582	315.8190859
TMEM80	446.9656882	370.7378287	442.9142413	478.5900851	538.8777029	556.8728371
SEPT7P2	147.6216952	164.7723683	140.1491923	104.7605025	111.3383684	117.3042319
DOP1B	716.5803121	683.9969242	640.8348564	546.9600973	557.8052255	543.9822622
ADCY9	1322.444353	1071.978373	1141.52052	1466.647035	1367.235163	1323.862046
BCCIP	616.1155473	778.8368339	686.8380264	555.7820343	605.6807239	523.3573423
ABI3BP	1828.868779	1625.690169	1607.971267	2262.826854	2401.568605	2241.670981
RABGAP1	932.8871016	891.8783424	797.0316661	1017.830987	993.1382458	987.4180399
AC022613.1	19.47786256	13.4117044	14.97777628	7.719194921	2.226767367	3.86717248
LNPK	1795.038808	1641.017831	1617.599838	1890.100014	2075.347186	1839.485043
RHBDF2	328.0482116	342.956441	317.7428253	387.0624882	374.0969177	448.5920077
GPR180	486.946564	496.2330627	478.2189997	411.3228151	406.3850445	378.982903
PNN	838.5732408	825.7777993	854.8030889	671.5699582	713.6789412	667.7317815
NEK10	96.36416214	66.1005431	90.93649882	132.3290558	144.7398789	113.4370594
ARL16	563.8328636	668.6692621	697.536438	503.9531542	555.5784581	565.8962396
MRPL34	474.6447561	477.073485	556.3174045	408.0145887	395.2512077	456.3263526
TAF4	292.1679384	225.1250381	277.0888611	186.3634202	233.8105736	186.9133365
IQCC	29.72936917	55.56277536	32.09523488	20.9521005	16.70075525	21.91397739
FAM72A	28.70421851	28.73936656	32.09523488	14.33564771	13.3606042	11.60151744
LIMK2	597.6628354	615.0224445	611.949145	693.6248008	702.5451043	768.278266
AC040160.1	47.15693041	40.23511319	36.37459953	68.37001216	83.50377627	59.29664469
PSMB6	1789.913054	2085.520034	2177.126766	1816.216291	1632.22048	1863.977135
PSMB3	1250.683807	1541.388027	1568.387144	1250.509577	1232.515738	1252.963884
MEX3C	932.8871016	810.4501371	839.8253126	968.2075916	998.7051642	987.4180399
TLE4	750.4102839	648.5517055	729.6316729	832.5703094	832.8109953	795.3484734
GEMIN2	80.98690223	96.75586743	128.3809395	77.19194921	62.34948628	59.29664469
SECISBP2	410.0602644	335.2926099	385.1428185	439.9941105	468.7345308	523.3573423
RHOT2	1396.2552	1599.824739	1554.479209	1316.674105	1151.238729	1312.260528
CALU	24538.00622	24872.0058	24299.30233	26001.55672	27207.75708	25719.27511
NUP58	923.6607457	983.8443154	936.1110173	758.6865866	760.4410559	800.5047034
RCBTB1	622.2664513	518.266577	538.1301048	710.1659328	625.7216302	632.9272292
CLPB	397.7584565	433.0064562	394.771389	356.1857085	312.8608151	319.6862583
MAPKAP1	2465.48734	2606.660547	2623.250531	2269.443307	2335.878968	2275.186476
EGFR	2432.682519	2165.99026	2117.215661	2632.245468	2485.072382	2445.342065
PITPNC1	437.7393323	472.2835905	462.1713822	389.2679725	360.7363135	323.5534308
STX4	929.8116496	906.2480257	970.3459345	1102.742132	1066.621569	1098.276984
AC008038.1	2224.576935	2120.965252	2103.307726	2300.320087	2599.750901	2380.88919
CRYL1	154.7977498	161.8984316	190.4317269	231.5758476	223.7901204	225.5850613
SEC24B	921.6104443	931.1554767	840.8951538	1076.27632	1013.179152	989.9961549
B3GALT5-AS1	13.32695859	20.1175566	16.04761744	6.61645279	3.340151051	5.156229973
TOPORS	450.0411402	424.3846463	442.9142413	462.0489532	616.8145607	538.8260322
COPS2	1433.160624	1521.27047	1513.825245	1591.256896	1765.826522	1655.149821
DNAJC21	917.5098417	908.1639834	897.5967354	1013.420019	1074.415255	1060.894317
PRKX	192.7283243	167.646305	156.1968097	224.9593949	190.3886099	257.8114987
EFNB3	33.82997182	26.82340879	31.02539371	14.33564771	12.24722052	12.89057493
PNPLA6	2783.284045	2532.896173	2664.974336	3420.706092	2834.674858	3039.597569
SPATC1L	177.3510644	196.3856715	225.7364853	153.2811563	145.8532625	146.9525542
SETD7	3874.044348	3419.984621	3407.444103	4030.522491	4079.437817	4023.148437
FZD1	906.2331844	1044.196985	1129.752268	941.7417804	810.5433216	845.6217156
ERAL1	742.2090786	856.4331236	924.3427645	732.2207754	719.2458596	715.4269088
SYTL2	333.1739649	325.7128211	322.0221899	231.5758476	266.0987004	269.4130161
ZDHHC24	508.4747279	505.8128515	527.4316932	691.4193165	573.392597	612.3023093
PBX1	470.5441534	545.0899858	512.4539169	383.7542618	409.7251956	373.8266731
PURA	1224.029889	1153.406578	1048.444339	1347.550885	1314.90613	1224.604619
GPBP1L1	995.4212919	1017.373576	908.295147	1043.194057	1272.59755	1185.932894
ABHD5	709.4042575	756.8033195	788.4729368	664.9535054	591.206736	640.6615742
MTF1	417.2363191	401.393153	426.8666239	463.1516953	525.5170986	492.4199624
ISG20L2	501.2986733	519.2245559	506.0348699	424.5557207	415.292114	442.1467202
GSK3B	1495.694815	1377.573637	1345.860183	1578.02399	1670.075525	1509.486325
HSPB6	4692.114576	3495.664953	3459.86632	5097.976875	5005.773041	5470.760002
TRIM13	364.9536354	347.7463354	299.5555255	439.9941105	417.5188813	398.3187654
SET	4315.884283	4612.668334	4555.38367	3950.022315	4001.500959	3850.414733
BNIP1	130.194134	163.8143894	150.8476039	97.04130758	114.6785194	117.3042319
MRPL57	458.2423455	541.2580703	547.7586752	434.4803999	405.2716608	452.4591802
HIP1R	347.5260741	273.9819612	263.180926	371.6240984	352.9426277	389.295363
NFKBIZ	279.8661305	249.0745102	247.1333086	356.1857085	308.4072804	324.8424883
THBS2	8054.608744	6225.904777	6442.583481	9570.69896	9199.889377	8781.059645
MBOAT1	42.03117711	48.85692316	52.42221697	24.2603269	22.26767367	21.91397739
INTS13	507.4495772	537.4261548	494.2666171	390.3707146	479.8683676	397.0297079
ERAP2	403.9093605	404.2670897	424.7269415	483.0010537	525.5170986	471.7950426
BTBD1	1849.371793	1763.639128	1732.072842	2029.045522	1959.555283	1987.726655
TMEM144	13.32695859	11.49574663	20.32698209	26.46581116	41.19519629	29.64832235
PLEKHF1	223.4828441	172.4361994	186.1523623	306.5623126	230.4704225	250.0771537
TBX1	13.32695859	11.49574663	13.90793511	3.308226395	4.453534734	2.578114987
FAM161A	29.72936917	41.19309208	37.44444069	22.05484263	14.47398789	18.04680491
TEAD4	242.9607067	254.8223835	283.5079081	195.1853573	203.7492141	207.5382564
DDOST	4724.919397	4893.356147	4590.688429	5342.785628	5033.607633	5444.978852
LOXL2	24321.69943	23473.35663	22934.185	27514.51893	26818.07279	26680.912
DCAF8	414.1608671	371.6958076	365.8856776	473.0763745	473.1880655	453.7482376
GALNT2	4250.274641	4347.308182	4263.317033	4720.839065	4662.850867	4863.613922
NABP1	1704.825549	1713.824226	1811.241088	1892.305498	2051.966129	2018.664035
TNS2	1306.041942	1225.254995	1127.612585	1032.166635	955.2832005	1059.60526
SBDS	2193.822415	2197.603563	2294.809294	2456.909469	2528.494345	2538.154204
HSPB11	181.451667	232.7888692	228.9460088	161.0003512	148.0800299	162.4212442
ZNF486	88.16295686	100.587783	110.1936397	60.65081724	73.48332312	64.45287467
DALRD3	544.355001	521.1405137	553.1078811	451.0215318	360.7363135	493.7090199
TRIB2	1383.953392	1219.507121	1197.152261	1701.531109	1671.188909	1767.297823
TFB2M	376.2302926	390.8553853	372.3047246	306.5623126	303.9537456	322.2643733
COL6A3	61366.54372	58696.32429	54292.29932	66073.0003	64808.95084	62849.28714
HAS3	18.4527119	12.45372551	19.25714093	29.77403755	37.85504524	27.07020736
TNRC18	5585.020802	4442.148092	4675.20588	6329.739836	5526.836605	5635.759361
PRRX1	3430.154112	3372.085677	3246.967928	2958.657139	3010.58948	2933.894855
TOMM34	1124.590275	1242.498614	1220.688767	1265.947967	1400.636674	1371.557173
LBH	4032.942701	4368.383718	4050.418642	3674.336783	3749.876246	3748.579191
OASL	2.050301322	4.789894427	3.209523488	12.13016345	6.680302101	15.46868992
RBM12	941.0883069	963.7267588	905.0856235	799.4880454	850.6251343	781.168841
SNU13	1596.159579	1628.564105	1816.590294	1542.736242	1465.212928	1436.010048
POLR3A	871.3780619	704.1144808	764.9364312	945.0500068	920.7683063	897.1840154
SEM1	694.0269976	799.9123694	861.2221359	635.1794678	690.2978838	621.3257118
PLXDC2	73.8108476	41.19309208	53.49205813	95.93856545	94.6376131	78.63250709
MAPKAPK2	2735.101964	2817.415902	2831.869557	2527.484966	2604.204436	2444.053007
AFF3	190.678023	145.6127906	161.5460155	240.3977847	237.1507246	184.3352215
DDA1	1276.312573	1310.515115	1346.930024	1425.845576	1461.872777	1579.095429
RPL10A	6966.923893	8223.290753	8469.932484	6942.864461	7247.014396	6825.559427
BCKDHB	309.5954997	366.9059131	357.3269483	254.7334324	302.8403619	268.1239586
GNB3	78.93660091	47.89894427	57.77142278	37.49323248	33.40151051	41.24983979
HSPA12A	480.7956601	448.3341184	452.5428118	381.5487775	374.0969177	376.404788
BEX3	1940.610201	2278.07379	2355.79024	1903.332919	1967.348969	1910.383205
MBD3	1929.333544	1955.234905	1982.415674	1714.764015	1585.458365	1744.094788
UBFD1	2052.351624	2157.36845	2053.025191	2219.819911	2487.299149	2343.506523
IFT122	364.9536354	431.0904985	435.4253532	264.6581116	356.2827787	336.4440058
GSPT1	3263.054554	3609.66444	3588.247259	3141.712333	3222.13238	2999.636787
DNAJC30	199.9043789	216.5032281	204.3396621	241.5005268	282.7994556	266.8349011
ADRA2A	93.28871016	95.79788855	74.88888138	69.47275429	60.12271891	47.69512725
IFNGR1	568.9586169	605.4426556	559.526928	696.9330272	692.5246512	696.0910464
SPOCK1	3978.609716	3264.792042	3218.082217	4843.243442	4753.034945	4430.490605
FOXN3	676.5994363	616.9384022	624.7872389	787.357882	806.0897869	688.3567014
TRIM45	70.73539562	96.75586743	100.5650693	54.03436445	61.2361026	58.0075872
LZIC	375.205142	408.0990052	339.1396485	291.1239227	338.4686398	291.3269935
SPINT2	201.9546802	138.9069384	144.4285569	256.9389167	261.6451656	206.2491989
ARL13B	145.5713939	152.3186428	160.4761744	86.01388627	131.3792747	101.835542
UBE2E3	1843.220889	1984.932251	1980.275992	1707.04482	1734.651779	1704.134006
ZNF585B	179.4013657	181.0580094	204.3396621	237.0895583	239.377492	232.0303488
MIR34AHG	215.2816388	172.4361994	186.1523623	234.884074	251.6247125	262.9677286
MTF2	205.0301322	212.6713126	201.1301386	120.1988923	160.3272504	163.7103017
PLSCR1	234.7595014	286.4356868	213.9682325	197.3908416	170.3477036	174.0227616
GALNT3	15.37725992	14.36968328	9.628570463	30.87677969	27.83459209	25.78114987
EPN1	4410.198144	4536.030023	4541.475735	4050.371849	3548.3538	4029.593724
NPTX1	220.4073921	207.8814181	219.3174383	280.0965014	281.6860719	305.5066259
SMTN	3414.776852	3733.243717	3620.342494	3127.376685	3226.585915	3320.612103
GID4	347.5260741	277.8138768	251.4126732	350.6719979	375.2103014	362.2251556
SLC47A1	42.03117711	34.48723988	41.72380534	73.88372282	65.68963733	48.98418475
RINL	46.13177975	67.05852198	54.56189929	37.49323248	33.40151051	32.22643733
SLC25A1	1953.93716	2060.612583	2214.571207	1904.435661	1758.032836	1894.914515
PSMD13	1844.246039	2184.191859	2084.050585	1812.908064	1763.599755	1824.016353
GRB14	12.30180793	13.4117044	16.04761744	38.59597461	25.60782472	24.49209237
CACNA1G	5.125753306	2.873936656	1.069841163	9.924679185	14.47398789	9.023402453
B3GNTL1	117.892326	150.402685	126.2412572	92.63033906	85.73054364	109.5698869
HIGD1A	951.3398135	1077.726246	1036.676087	879.988221	904.0675511	906.2074178
LY6E	5941.773232	6092.745712	5762.164502	7440.201162	6416.430168	7057.589776
SLC25A24	881.6295686	917.7437723	943.5999054	718.9878698	779.3685785	694.8019889
ESF1	330.0985129	363.0739976	324.1618723	368.315872	421.9724161	439.5686052
LACC1	171.2001604	169.5622627	134.7999865	192.979873	239.377492	242.3428087
TVP23B	977.9937307	945.52516	904.0157824	1125.899716	1130.084439	1035.113167
MT-ND6	14279.32356	12266.91963	12552.44636	15180.34818	16494.77927	15702.00933
SFT2D1	650.9706698	778.8368339	741.3999257	652.8233419	614.5877933	587.810217
EPC2	318.8218556	284.519729	257.8317202	325.3089288	414.1787303	336.4440058
CDK8	339.3248688	372.6537865	353.0475837	269.0690801	293.9332925	293.9051085
MSMO1	578.1849729	731.8958685	685.7681852	560.1930029	554.4650744	569.763412
CAMTA2	1314.243148	1165.860304	1155.428456	1414.818155	1358.328094	1509.486325
FAT3	238.860104	179.1420516	217.177756	302.1513441	264.9853167	246.2099812
ATP5PB	2128.212772	2405.484981	2487.380703	1983.833095	2129.902987	2083.116909
SLC35B1	739.1336267	860.2650392	896.5268942	715.6796434	682.504198	741.2080587
DCAF10	786.2905571	753.9293829	695.3967557	819.3374038	880.6864937	870.113808
LARP1B	202.9798309	219.3771648	188.2920446	154.3838984	160.3272504	163.7103017
ETV3	487.9717147	412.8888996	417.2380534	555.7820343	498.7958902	519.4901698
CTF1	196.8289269	173.3941783	171.174586	254.7334324	232.6971899	252.6552687
HPS1	1658.69377	1478.16142	1600.482379	2032.353749	1748.012383	1900.070745
MRPS15	763.7372425	966.6006955	910.4348294	700.2412536	731.4930801	805.6609333
RNF150	455.1668935	404.2670897	384.0729774	574.5286506	548.898156	543.9822622
FGFRL1	2306.588987	2348.006248	2308.717229	2617.90982	2656.533469	2679.950529
MT-ND2	19364.07084	18895.17554	19233.60442	21984.26714	22394.59941	22577.842
MXD1	161.9738045	133.1590651	114.4730044	194.0826152	191.5019936	188.202394
SMC1A	1114.338769	1076.768267	1091.237986	913.070485	964.19027	915.2308203
FLNB	7311.374515	7058.388428	6778.513606	6397.007106	6421.997087	6385.990822
JRK	665.3227791	782.6687494	769.2157959	632.9739836	576.7327481	600.7007919
DDX3X	3750.001118	3667.143174	3675.974235	4082.351371	4191.889569	3958.695562
MYCBP2	1418.808515	1148.616684	1161.847503	1460.030582	1489.707369	1436.010048
DPY30	539.2292477	619.8123389	631.2062859	530.4189653	478.7549839	518.2011123
TSC2	2378.349534	2059.654604	2091.539473	2546.231582	2323.631748	2490.459077
COL13A1	577.1598222	567.1235002	637.6253329	753.1728759	749.307219	683.2004715
CSTF2	305.494897	341.9984621	343.4190132	255.8361745	271.6656188	255.2333837
FBXL3	794.4917624	744.349594	692.1872322	962.6938809	875.1195753	776.012611
VASH1	101.4899154	98.6718252	95.21586347	63.95904363	66.80302101	58.0075872
YTHDF3-AS1	14.35210926	19.15957771	14.97777628	4.410968526	5.566918418	6.445287467
DYNLRB1	2034.924062	2083.604076	1938.552187	2300.320087	2252.375192	2266.163073
LIFR	280.8912811	273.0239824	278.1587023	355.0829664	368.5299993	305.5066259
ACO2	1209.67778	1054.734753	1180.034802	1276.975388	1330.493502	1349.643196
ADGRL2	758.6114892	705.0724597	624.7872389	918.5841956	894.0470979	877.848153
WNT5A	4227.721326	3716.958076	3479.123461	4868.606511	4734.107423	4627.716401
ITGB2	88.16295686	72.8063953	64.19046975	115.7879238	121.3588215	105.7027145
FAM129B	18061.10435	17077.88959	17138.85542	20475.7159	19142.40567	20245.93699
ZCRB1	702.2282029	795.1224749	778.8443664	641.7959206	647.9893038	672.8880115
DIS3L2	310.6206503	318.04899	343.4190132	234.884074	281.6860719	266.8349011
PJA2	2974.987219	2654.559492	2748.421947	3140.609591	3127.494767	3004.793017
ZNF528	344.4506221	313.2590956	325.2317134	410.220073	439.786555	385.4281905
PODN	760.6617905	507.7288093	564.8761338	913.070485	881.7998774	903.6293028
WNT5B	5782.874879	5635.789783	5850.961318	6812.740889	6882.937932	7066.613178
VPS4B	1057.955482	1040.36507	1037.745928	1171.112144	1235.855889	1202.690641
POFUT2	1283.488628	1218.549142	1320.183995	1467.749777	1375.028849	1472.103657
OTULIN	416.2111684	444.5022029	420.4475769	348.4665136	360.7363135	346.7564657
DDX54	1551.05295	1467.623653	1573.73635	1274.769904	1211.361448	1396.049265
UNC5B	1468.015747	1046.112943	1059.142751	1844.887586	1606.612655	1559.759567
ANKRD52	3316.362389	3199.649478	3057.606043	2866.0268	2866.962985	2848.81706
SEMA6D	65.60964231	60.35266979	58.84126394	81.60291774	110.2249847	83.78873707
MYL9	16726.35819	16506.93418	16703.43007	18853.58222	18583.48706	19808.9465
JMJD1C	836.5229395	755.8453406	708.2348496	904.2485479	1006.49885	790.1922434
RCHY1	177.3510644	171.4782205	154.0571274	205.1100365	232.6971899	206.2491989
HNRNPA0	3221.023377	3033.91913	3162.450477	2772.293719	2671.007457	2890.0669
RMND5A	347.5260741	298.8894123	241.7841027	382.6515197	397.477975	348.0455232
UBL7	771.9384478	916.7857934	830.1967422	721.1933541	741.5135333	715.4269088
RTL10	541.2795491	638.0139377	590.5523217	481.8983115	430.8794855	443.4357777
MRPL27	599.7131367	732.8538474	752.0983373	576.7341348	581.1862828	587.810217
LPCAT1	1146.118439	1178.314029	1139.380838	1006.803566	1014.292536	903.6293028
UBAC2	936.9877043	893.7943002	887.9681649	1082.892773	993.1382458	1117.612847
EPHB2	356.7524301	335.2926099	343.4190132	421.2474943	409.7251956	434.4123752
RRBP1	8061.784799	8343.038114	8215.310287	9336.917628	9075.190405	9134.261398
YTHDF3	2206.124223	2103.721633	2100.098202	2327.88864	2397.115071	2250.694383
ATF6	991.3206893	981.9283576	913.6443528	1090.611968	1169.052868	1076.363007
DGCR8	765.7875438	767.3410873	709.3046908	604.3026881	605.6807239	638.0834592
STX16	1250.683807	1194.59967	1187.52369	1299.030231	1405.090209	1434.72099
POMP	1857.572998	2257.956233	2270.202947	1888.997271	1915.019936	1854.953733
GTF2IRD2B	301.3942944	231.8308903	182.9428388	302.1513441	293.9332925	385.4281905
UPP1	579.2101235	504.8548726	554.1777222	681.4946373	684.7309654	725.7393687
U2AF1	92.2635595	126.4532129	436.4951943	54.03436445	66.80302101	48.98418475
EEF2	47975.00064	45771.27317	46550.92867	52006.42167	49849.52766	51701.51794
